id,locality,type_of_property,subtype_of_property,type_of_sale,price,number_of_bedrooms,surface,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building
10148922,Bruxelles,APARTMENT,APARTMENT,residential_sale,275000,3,98,0,0,0,1,None,0,None,None,2,0,AS_NEW
10147556,Havelange,APARTMENT,PENTHOUSE,residential_sale,79000,2,77,0,0,0,0,None,0,None,None,,0,GOOD
9881253,Brussels City,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10147547,SINT-ANTONIUS,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10148143,Anderlecht,APARTMENT,APARTMENT,residential_sale,235000,2,96,1,0,0,1,None,0,None,None,,0,GOOD
10148104,Anderlecht,APARTMENT,APARTMENT,residential_sale,265000,2,91,0,0,0,1,None,0,None,None,3,0,GOOD
10070415,Waterloo,APARTMENT,APARTMENT,residential_sale,315000,2,100,0,0,0,1,None,0,None,None,2,0,GOOD
10147389,SINT-JOB-IN-'T-GOOR,APARTMENT,DUPLEX,residential_sale,335000,2,128,0,0,0,1,None,0,None,,3,0,AS_NEW
10147596,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,residential_sale,370000,2,95,0,0,0,0,None,0,None,None,2,0,GOOD
10092917,Bruxelles,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10147424,HAREN (BRU.),APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10146795,Deurne,APARTMENT,APARTMENT,residential_sale,215000,2,85,0,0,0,0,None,0,None,,2,0,JUST_RENOVATED
10146530,Sint-Lambrechts-Woluwe,APARTMENT,PENTHOUSE,residential_sale,297000,1,55,0,0,0,1,None,0,None,,2,0,AS_NEW
10145899,Antwerp,APARTMENT,APARTMENT,residential_sale,195000,2,90,0,0,0,0,None,0,None,,2,0,GOOD
10145897,Hoboken,APARTMENT,APARTMENT,residential_sale,225000,2,82,0,0,0,1,None,0,None,,,0,AS_NEW
10146186,Etterbeek,APARTMENT,APARTMENT,residential_sale,275000,1,75,0,0,1,1,None,0,None,,2,0,TO_BE_DONE_UP
10145269,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,residential_sale,275000,1,83,1,0,0,1,None,0,None,None,2,0,AS_NEW
10145286,Gent Sint-Denijs-Westrem,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10141214,Ixelles,APARTMENT,APARTMENT,residential_sale,1995000,4,277,0,0,1,1,None,0,None,None,4,0,JUST_RENOVATED
10143541,Laeken,APARTMENT,APARTMENT,residential_sale,220000,1,70,0,0,0,1,None,0,None,,2,0,AS_NEW
10143954,Hoboken,APARTMENT,APARTMENT,residential_sale,225000,2,81,0,0,0,1,None,0,None,,2,0,AS_NEW
10143882,Evere,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10143225,Wavre,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10142884,Evere,APARTMENT,APARTMENT,residential_sale,315000,3,95,1,0,0,1,None,0,None,None,,0,GOOD
10143801,Gent,APARTMENT,DUPLEX,residential_sale,370000,3,127,1,0,0,0,None,0,None,None,,0,JUST_RENOVATED
10143472,Chaumont-Gistoux,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10149128,Namur,HOUSE,HOUSE,residential_sale,159000,3,106,0,0,0,0,None,0,None,40,2,0,GOOD
10147032,Ans,HOUSE,HOUSE,residential_sale,159000,2,122,0,0,0,1,None,1,None,335,2,0,GOOD
10146903,Gent,HOUSE,HOUSE,residential_sale,345000,4,119,0,0,0,0,None,0,None,49,2,0,GOOD
10146862,Woluwe-Saint-Pierre,HOUSE,VILLA,residential_sale,895000,3,200,0,0,0,1,None,1,None,300,3,0,TO_RENOVATE
9935270,Galmaarden,HOUSE,VILLA,residential_sale,570000,4,404,1,0,0,1,None,1,None,1000,4,0,AS_NEW
10146116,Berlaar,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10145147,Chaudfontaine Beaufays,HOUSE,COUNTRY_COTTAGE,residential_sale,325000,4,180,0,0,0,1,None,1,None,555,4,0,TO_RENOVATE
10145907,Forest,HOUSE,APARTMENT_BLOCK,residential_sale,800000,4,350,0,0,0,1,None,1,None,263,2,0,TO_BE_DONE_UP
10143254,Waimes,HOUSE,HOUSE,residential_sale,425000,3,130,0,0,0,1,None,0,None,991,4,0,GOOD
10143136,Ronse,HOUSE,APARTMENT_BLOCK,residential_sale,450000,6,306,0,0,0,1,None,1,None,460,2,0,GOOD
10142887,Woluwe-Saint-Pierre,HOUSE,HOUSE,residential_sale,750000,4,200,0,0,0,1,None,0,None,360,3,0,TO_RENOVATE
10143366,Dalhem,HOUSE,EXCEPTIONAL_PROPERTY,residential_sale,849000,6,1010,1,0,0,1,None,1,None,16959,4,0,GOOD
10149241,Woluwe-Saint-Pierre,HOUSE,HOUSE,residential_sale,450000,3,100,0,0,0,1,None,1,None,170,3,0,TO_RENOVATE
10149158,Kortenberg,HOUSE,HOUSE,residential_sale,495000,5,208,0,0,0,1,None,1,None,187,3,0,GOOD
10148614,Woluwe-Saint-Lambert,HOUSE,HOUSE,residential_sale,760000,5,259,0,0,0,1,None,1,None,178,2,0,GOOD
10140837,Ronse,HOUSE,HOUSE,residential_sale,129000,3,165,0,0,0,0,None,1,None,610,2,0,TO_RENOVATE
10140833,Remicourt,HOUSE,HOUSE,residential_sale,300000,2,125,0,0,0,1,None,1,None,714,4,0,GOOD
10140459,Opwijk,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10142075,Lille,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10142058,Chaumont-Gistoux,HOUSE,VILLA,residential_sale,550000,4,203,0,0,0,1,None,1,None,1886,4,0,TO_BE_DONE_UP
10147189,Woluwe-Saint-Pierre,HOUSE,HOUSE,residential_sale,475000,3,107,1,0,0,1,None,1,None,246,3,0,JUST_RENOVATED
10148020,Waregem,HOUSE,VILLA,residential_sale,765000,4,245,1,0,1,0,None,1,None,763,4,1,GOOD
10138497,Ronse,HOUSE,HOUSE,residential_sale,359000,4,182,1,0,0,1,None,1,None,1424,3,0,AS_NEW
10138446,Wetteren,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10067960,Knokke-Heist,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10138311,Ixelles,HOUSE,APARTMENT_BLOCK,residential_sale,1000000,10,340,1,0,0,1,None,1,None,285,2,0,GOOD
10138267,Sterrebeek,HOUSE,VILLA,residential_sale,1195000,7,540,0,0,1,1,None,1,None,1241,4,0,GOOD
10146510,Schaerbeek,HOUSE,HOUSE,residential_sale,695000,5,288,1,0,1,1,None,1,None,170,2,0,TO_RENOVATE
10138007,Forest,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10135994,Woluwe-Saint-Pierre,HOUSE,HOUSE,residential_sale,990000,4,388,0,0,0,1,None,1,None,387,2,0,GOOD
10148837,Ganshoren,APARTMENT,APARTMENT,residential_sale,249000,3,81,1,0,0,1,None,1,None,None,2,0,JUST_RENOVATED
10106543,Brussel,APARTMENT,APARTMENT,residential_sale,355000,2,88,1,0,0,0,None,0,None,,2,0,AS_NEW
10141426,Amay,APARTMENT,APARTMENT,residential_sale,145000,1,70,0,0,0,1,None,0,None,None,,0,GOOD
10142206,Ixelles,APARTMENT,APARTMENT,residential_sale,215000,1,66,0,0,0,0,None,0,None,,2,0,GOOD
10141695,Willebroek,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10052020,Woluwe-St-Lambert,APARTMENT,APARTMENT,residential_sale,249000,1,68,0,0,0,0,None,0,None,None,,0,TO_BE_DONE_UP
10140797,Gent,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10141588,DE KLINGE,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10140738,Roeselare,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10140583,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,residential_sale,340000,3,110,0,0,0,1,None,0,None,None,2,0,GOOD
10130388,Deinze,APARTMENT,APARTMENT,residential_sale,375000,2,91,1,0,0,1,None,0,None,,2,0,AS_NEW
10142174,Kessel-Lo,APARTMENT,APARTMENT,residential_sale,410000,2,105,0,0,0,1,None,0,None,None,2,0,GOOD
10142207,Schaerbeek,APARTMENT,PENTHOUSE,residential_sale,849000,3,190,1,0,0,1,None,0,None,,2,0,GOOD
10148189,Gent,APARTMENT,FLAT_STUDIO,residential_sale,180000,1,46,0,0,0,0,None,0,None,None,2,0,GOOD
10146858,Uccle,APARTMENT,FLAT_STUDIO,residential_sale,189000,1,32,0,0,0,0,None,0,None,None,,0,AS_NEW
10147859,Namur,APARTMENT,APARTMENT,residential_sale,295000,2,92,0,0,0,0,None,0,None,None,2,0,AS_NEW
10146820,Ixelles,APARTMENT,APARTMENT,residential_sale,340000,1,57,1,0,0,0,None,0,None,None,2,0,AS_NEW
10146817,Ixelles,APARTMENT,APARTMENT,residential_sale,435000,1,76,1,0,0,0,None,0,None,None,2,0,AS_NEW
10146818,Ixelles,APARTMENT,APARTMENT,residential_sale,470000,1,76,1,0,0,1,None,0,None,None,2,0,AS_NEW
10146819,Ixelles,APARTMENT,DUPLEX,residential_sale,495000,2,82,1,0,0,1,None,0,None,None,2,0,AS_NEW
10146816,Ixelles,APARTMENT,DUPLEX,residential_sale,645000,2,115,1,0,0,1,None,0,None,None,2,0,AS_NEW
10138456,Wichelen,APARTMENT,DUPLEX,residential_sale,225000,1,70,0,0,0,1,None,0,None,,2,0,AS_NEW
10139511,Wondelgem,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10138534,Leuven,APARTMENT,APARTMENT,residential_sale,310000,2,103,0,0,0,1,None,0,None,,2,0,GOOD
10139639,Schilde,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10140213,Wezembeek-Oppem,APARTMENT,APARTMENT,residential_sale,390000,2,88,0,0,0,1,None,0,None,None,1,0,JUST_RENOVATED
10138601,Uccle,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10138633,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,residential_sale,595000,3,120,0,0,0,1,None,0,None,,,0,AS_NEW
10145148,Schaerbeek,HOUSE,HOUSE,residential_sale,700000,8,323,0,0,0,1,None,0,None,100,2,1,GOOD
10147050,Lasne,HOUSE,VILLA,residential_sale,995000,6,278,0,0,0,1,None,1,None,5541,4,1,GOOD
10134799,Lier,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10135164,Braine-l'Alleud,HOUSE,VILLA,residential_sale,1250000,5,420,0,0,0,1,None,1,None,4677,4,0,AS_NEW
10142950,Schaerbeek,HOUSE,HOUSE,residential_sale,345000,4,145,0,0,0,1,None,0,None,75,2,0,TO_BE_DONE_UP
10068980,Steenokkerzeel Melsbroek,HOUSE,HOUSE,residential_sale,499000,3,170,1,0,0,1,None,1,None,1090,3,0,AS_NEW
10142944,Etterbeek,HOUSE,HOUSE,residential_sale,600000,5,171,0,0,0,1,None,1,None,120,2,0,GOOD
10144440,Kerkhove,HOUSE,MANOR_HOUSE,residential_sale,695000,5,350,0,0,1,0,None,0,None,1996,4,0,JUST_RENOVATED
10141775,Huy,HOUSE,HOUSE,residential_sale,199500,4,160,0,0,0,1,None,1,None,365,2,0,GOOD
10140834,Remicourt,HOUSE,HOUSE,residential_sale,240000,2,125,0,0,0,1,None,1,None,620,4,0,GOOD
10145324,Hannut,HOUSE,MIXED_USE_BUILDING,residential_sale,750000,4,276,0,0,0,1,None,1,None,4541,4,0,AS_NEW
10147055,Anderlecht,HOUSE,APARTMENT_BLOCK,residential_sale,1409000,5,420,0,0,0,0,None,0,None,119,3,0,TO_BE_DONE_UP
10132585,Deinze,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10132433,Zaventem,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10139841,Auderghem,HOUSE,HOUSE,residential_sale,649000,3,219,0,0,0,1,None,1,None,135,2,0,TO_BE_DONE_UP
10144439,Kuurne,HOUSE,HOUSE,residential_sale,310000,3,190,0,0,0,1,None,0,None,518,3,0,GOOD
10064809,Hannut,HOUSE,COUNTRY_COTTAGE,residential_sale,750000,4,276,0,0,0,1,None,1,None,4541,4,0,AS_NEW
10130207,Saint-Nicolas,HOUSE,HOUSE,residential_sale,120000,2,93,0,0,0,1,None,0,None,43,3,0,GOOD
10130670,Welkenraedt,HOUSE,APARTMENT_BLOCK,residential_sale,255000,5,230,0,0,0,0,None,1,None,432,3,0,GOOD
10130669,Welkenraedt,HOUSE,HOUSE,residential_sale,255000,5,230,0,0,0,0,None,1,None,432,3,0,GOOD
10131302,SINT-KATELIJNE-WAVER,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10136405,SAINT-GEORGES-SUR-MEUSE,HOUSE,HOUSE,residential_sale,229500,3,171,0,0,0,1,None,1,None,665,2,0,GOOD
10137914,RELEGEM,HOUSE,HOUSE,residential_sale,595000,4,220,0,0,0,1,None,0,None,422,4,0,AS_NEW
10137617,ARC-WATTRIPONT,HOUSE,OTHER_PROPERTY,residential_sale,645000,4,260,0,0,0,1,None,1,None,2901,4,0,GOOD
10137614,ARC-WATTRIPONT,HOUSE,VILLA,residential_sale,645000,4,260,0,0,0,1,None,1,None,2901,4,0,GOOD
10140917,Genappe,HOUSE,HOUSE,residential_sale,175000,2,95,0,0,0,1,None,0,None,260,2,0,TO_BE_DONE_UP
10141767,Habay,HOUSE,HOUSE,residential_sale,200000,4,256,0,0,0,1,None,1,None,568,3,0,TO_RENOVATE
10145344,Ronse,HOUSE,HOUSE,residential_sale,109000,2,127,0,0,0,0,None,1,None,100,2,0,TO_RENOVATE
10146157,Hoegaarden,HOUSE,HOUSE,residential_sale,235000,2,105,1,0,0,0,None,1,None,71,3,0,AS_NEW
10146156,Hoegaarden,HOUSE,HOUSE,residential_sale,235000,2,100,1,0,0,0,None,1,None,65,3,0,AS_NEW
10146804,Gent,APARTMENT,APARTMENT,residential_sale,180000,1,46,0,0,0,0,None,0,None,None,2,0,GOOD
10137075,Huy,APARTMENT,FLAT_STUDIO,residential_sale,89000,0,38,0,0,0,0,None,0,None,,4,0,TO_BE_DONE_UP
10137774,Brasschaat,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10137594,Schaerbeek,APARTMENT,FLAT_STUDIO,residential_sale,195000,1,40,0,0,0,1,None,0,None,None,2,0,JUST_RENOVATED
10137324,Anderlecht,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10137093,Mortsel,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10137385,Bruxelles,APARTMENT,APARTMENT,residential_sale,275000,2,76,1,0,0,1,None,0,None,,2,0,TO_BE_DONE_UP
10137418,Olen,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10146026,Evere,APARTMENT,APARTMENT,residential_sale,180000,1,63,0,0,0,0,None,0,None,None,3,0,TO_BE_DONE_UP
10145274,Knokke-Heist,APARTMENT,APARTMENT,residential_sale,1775000,3,105,0,0,0,1,None,0,None,,2,0,AS_NEW
10146863,Uccle,APARTMENT,APARTMENT,residential_sale,398000,2,94,0,0,0,0,None,0,None,None,,0,AS_NEW
10134617,BRUXELLES,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10134010,Libramont-Chevigny,APARTMENT,APARTMENT,residential_sale,159000,2,87,0,0,0,1,None,0,None,,,0,GOOD
10135516,Kessel,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10133974,Gavere,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10134348,Herentals,APARTMENT,APARTMENT,residential_sale,225000,2,85,0,0,0,1,None,0,None,,2,0,JUST_RENOVATED
10135265,SINT-KATELIJNE-WAVER,APARTMENT,APARTMENT,residential_sale,235200,2,112,0,0,0,0,None,0,None,,2,0,GOOD
10134714,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,residential_sale,255000,1,72,0,0,0,1,None,0,None,None,,0,AS_NEW
10134345,SINT-KATELIJNE-WAVER,APARTMENT,APARTMENT,residential_sale,273000,3,109,0,0,0,1,None,0,None,,2,0,GOOD
10133958,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,residential_sale,320000,1,77,1,0,0,1,None,0,None,,2,0,JUST_RENOVATED
10134100,Merelbeke,APARTMENT,APARTMENT,residential_sale,465000,2,151,0,0,0,0,None,0,None,,2,0,GOOD
10123723,Ixelles,APARTMENT,APARTMENT,residential_sale,1839000,3,203,1,0,0,1,None,0,None,None,2,0,AS_NEW
10145548,Libramont-Chevigny -Presseux,APARTMENT,APARTMENT,residential_sale,214900,2,83,None,0,0,1,None,0,None,,,0,AS_NEW
10145547,Libin,APARTMENT,APARTMENT,residential_sale,229900,2,82,None,0,0,1,None,0,None,,,0,AS_NEW
10143355,Uccle,APARTMENT,FLAT_STUDIO,residential_sale,180000,0,46,1,0,0,0,None,0,None,None,3,0,GOOD
10142974,Schaerbeek,APARTMENT,APARTMENT,residential_sale,192500,1,50,0,0,0,1,None,0,None,None,2,0,JUST_RENOVATED
10142946,Bruxelles,APARTMENT,APARTMENT,residential_sale,280000,2,84,0,0,0,1,None,0,None,None,2,0,GOOD
10142945,Schaerbeek,APARTMENT,APARTMENT,residential_sale,290000,2,89,0,0,0,0,None,0,None,None,2,0,TO_RENOVATE
10144016,Uccle,APARTMENT,DUPLEX,residential_sale,455000,3,154,0,0,0,1,None,0,None,None,2,0,TO_BE_DONE_UP
10143662,Uccle,APARTMENT,DUPLEX,residential_sale,455000,2,154,0,0,0,1,None,0,None,None,2,0,TO_BE_DONE_UP
10146060,Chastre,HOUSE,HOUSE,residential_sale,310000,3,118,0,0,0,1,None,1,None,752,3,0,TO_RENOVATE
10145124,Waregem,HOUSE,VILLA,residential_sale,575000,4,225,0,0,0,0,None,0,None,764,4,0,JUST_RENOVATED
10145815,MOLENBEEK-SAINT-JEAN,HOUSE,MIXED_USE_BUILDING,residential_sale,1400000,9,380,None,0,0,0,None,0,None,503,3,0,TO_BE_DONE_UP
10147945,AHIN,HOUSE,HOUSE,residential_sale,150000,4,170,0,0,0,1,None,0,None,911,4,0,TO_RENOVATE
10147386,Brecht,HOUSE,HOUSE,residential_sale,349000,2,100,0,0,1,0,None,1,None,1555,4,0,TO_RENOVATE
10147277,Desselgem,HOUSE,VILLA,residential_sale,395000,4,290,0,0,0,0,None,0,None,1032,4,0,TO_BE_DONE_UP
10147514,Brecht,HOUSE,VILLA,residential_sale,1050000,6,505,0,0,0,1,None,1,None,1841,4,0,TO_BE_DONE_UP
10129594,Ronse,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10127969,Perk,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10134094,Evere,HOUSE,HOUSE,residential_sale,499000,3,155,0,0,0,1,None,0,None,177,2,0,GOOD
10139439,APPELS,HOUSE,HOUSE,residential_sale,349000,4,197,0,0,0,0,None,1,None,617,4,0,TO_BE_DONE_UP
10143558,Roosdaal,HOUSE,HOUSE,residential_sale,980000,4,265,1,0,0,0,None,0,None,3300,4,0,JUST_RENOVATED
10142968,Forest,HOUSE,APARTMENT_BLOCK,residential_sale,1300000,8,600,0,0,0,1,None,0,None,100,2,0,GOOD
10126151,Zottegem,HOUSE,HOUSE,residential_sale,225000,4,194,0,0,0,1,None,0,None,100,2,0,TO_BE_DONE_UP
10127053,Herenthout,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10127823,Rixensart,HOUSE,VILLA,residential_sale,499000,6,187,0,0,0,1,None,1,None,412,4,0,GOOD
10127813,Grez-Doiceau,HOUSE,HOUSE,residential_sale,750000,4,220,0,0,0,1,None,1,None,815,3,0,JUST_RENOVATED
10088204,Ixelles,HOUSE,HOUSE,residential_sale,1050000,4,235,0,0,0,1,None,1,None,271,2,0,TO_RENOVATE
10126511,Tervuren,HOUSE,HOUSE,residential_sale,1375000,6,350,1,0,1,1,None,1,None,1557,4,0,GOOD
10084879,Gavere,HOUSE,HOUSE,residential_sale,325000,3,144,1,0,0,1,None,1,None,193,2,0,AS_NEW
10084878,Gavere,HOUSE,HOUSE,residential_sale,325000,3,144,1,0,0,1,None,1,None,195,2,0,AS_NEW
10084880,Gavere,HOUSE,HOUSE,residential_sale,339000,3,144,1,0,0,1,None,1,None,191,3,0,AS_NEW
10084877,Gavere,HOUSE,HOUSE,residential_sale,345000,3,152,1,0,0,1,None,1,None,208,3,0,AS_NEW
9651402,Affligem,HOUSE,HOUSE,residential_sale,403950,3,215,0,0,0,1,None,0,None,321,3,0,AS_NEW
10136523,Rendeux,HOUSE,OTHER_PROPERTY,residential_sale,85000,3,100,0,0,0,1,None,0,None,80,2,0,TO_RENOVATE
10140836,Ronse,HOUSE,HOUSE,residential_sale,189000,2,144,1,0,0,1,None,1,None,170,2,0,GOOD
10142388,Dworp,HOUSE,HOUSE,residential_sale,448000,4,150,0,0,0,1,None,0,None,429,3,0,GOOD
10142685,Jette,HOUSE,HOUSE,residential_sale,449990,5,255,0,0,0,0,None,1,None,149,2,0,TO_BE_DONE_UP
10145131,Bornival,HOUSE,HOUSE,residential_sale,349000,3,117,0,0,0,1,None,1,None,407,3,0,JUST_RENOVATED
10145138,Auderghem,HOUSE,HOUSE,residential_sale,495000,4,122,0,0,0,1,None,1,None,235,3,0,TO_BE_DONE_UP
10144443,SINT-ELOOIS-VIJVE,APARTMENT,APARTMENT,residential_sale,495000,2,160,0,0,0,1,None,0,None,None,4,0,GOOD
10132395,Evere,APARTMENT,PENTHOUSE,residential_sale,520000,3,119,0,0,0,1,None,0,None,None,2,0,AS_NEW
10142996,Knokke-Heist,APARTMENT,APARTMENT,residential_sale,1145000,2,88,1,0,0,1,None,0,None,None,3,0,GOOD
10146392,Arlon,APARTMENT,APARTMENT,residential_sale,270000,3,110,0,0,0,1,None,1,None,None,2,0,GOOD
10084941,Gavere,APARTMENT,APARTMENT,residential_sale,220000,1,78,1,0,0,1,None,0,None,,4,0,AS_NEW
10084890,Gavere,APARTMENT,APARTMENT,residential_sale,254000,1,76,1,0,0,1,None,0,None,,4,0,AS_NEW
10084884,Gavere,APARTMENT,APARTMENT,residential_sale,259000,1,76,1,0,0,1,None,0,None,,4,0,AS_NEW
10084865,Gavere,APARTMENT,APARTMENT,residential_sale,280000,2,95,1,0,0,1,None,0,None,,4,0,AS_NEW
10084862,Gavere,APARTMENT,APARTMENT,residential_sale,280000,2,95,1,0,0,1,None,0,None,,4,0,AS_NEW
10084860,Gavere,APARTMENT,APARTMENT,residential_sale,280000,2,95,1,0,0,1,None,0,None,,4,0,AS_NEW
10084867,Gavere,APARTMENT,APARTMENT,residential_sale,287500,2,97,1,0,0,1,None,0,None,,4,0,AS_NEW
9966662,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,residential_sale,310000,3,90,0,0,0,1,None,0,None,,2,0,JUST_RENOVATED
10084889,Gavere,APARTMENT,APARTMENT,residential_sale,317500,2,97,1,0,0,1,None,0,None,,4,0,AS_NEW
10084887,Gavere,APARTMENT,APARTMENT,residential_sale,320000,2,97,1,0,0,1,None,0,None,,4,0,AS_NEW
10084943,Gavere,APARTMENT,APARTMENT,residential_sale,335000,2,101,1,0,0,1,None,0,None,,4,0,AS_NEW
10084891,Gavere,APARTMENT,APARTMENT,residential_sale,345000,3,112,1,0,0,1,None,0,None,,4,0,AS_NEW
10084885,Gavere,APARTMENT,APARTMENT,residential_sale,349000,3,111,1,0,0,1,None,0,None,,4,0,AS_NEW
10084882,Gavere,APARTMENT,APARTMENT,residential_sale,349000,2,110,1,0,0,1,None,0,None,,4,0,AS_NEW
10084886,Gavere,APARTMENT,APARTMENT,residential_sale,350000,3,115,1,0,0,1,None,0,None,,4,0,AS_NEW
10084892,Gavere,APARTMENT,APARTMENT,residential_sale,355000,2,126,1,0,0,1,None,0,None,,4,0,AS_NEW
10084888,Gavere,APARTMENT,APARTMENT,residential_sale,360000,3,126,1,0,0,1,None,0,None,,4,0,AS_NEW
10084883,Gavere,APARTMENT,APARTMENT,residential_sale,399000,2,165,1,0,0,1,None,0,None,,4,0,AS_NEW
10084858,Gavere,APARTMENT,DUPLEX,residential_sale,415000,3,146,1,0,0,1,None,0,None,,4,0,AS_NEW
10084857,Gavere,APARTMENT,DUPLEX,residential_sale,420000,3,148,1,0,0,1,None,0,None,,4,0,AS_NEW
10084942,Gavere,APARTMENT,PENTHOUSE,residential_sale,465000,2,134,1,0,0,1,None,0,None,,4,0,AS_NEW
9592954,Bruxelles ville,APARTMENT,APARTMENT,residential_sale,675000,2,112,1,0,0,1,None,0,None,,2,0,AS_NEW
9996903,Ixelles,APARTMENT,APARTMENT,residential_sale,695000,2,107,0,0,0,1,None,0,None,,2,0,JUST_RENOVATED
10042906,Ixelles,APARTMENT,APARTMENT,residential_sale,1537000,2,160,1,0,0,1,None,0,None,None,2,0,AS_NEW
10145935,Lasne,HOUSE,VILLA,residential_sale,935000,6,237,0,0,0,1,None,1,None,1641,4,0,AS_NEW
10147798,Braine-le-Chateau,HOUSE,VILLA,residential_sale,1795000,4,530,1,0,1,1,None,1,None,4202,4,0,TO_BE_DONE_UP
10147714,Halle,HOUSE,VILLA,residential_sale,1795000,4,530,1,0,1,1,None,1,None,4202,4,0,TO_BE_DONE_UP
10147764,Soignies,HOUSE,VILLA,residential_sale,1795000,4,530,1,0,1,1,None,0,None,4202,4,0,TO_BE_DONE_UP
10123715,Bruxelles,HOUSE,APARTMENT_BLOCK,residential_sale,2498000,7,570,0,1,0,1,None,1,None,314,2,0,AS_NEW
10134578,Alsemberg,HOUSE,HOUSE,residential_sale,545000,3,180,0,0,1,1,None,1,None,700,4,0,GOOD
10144445,SINT-BAAFS-VIJVE,HOUSE,HOUSE,residential_sale,225000,3,150,0,0,0,0,None,0,None,321,3,0,TO_BE_DONE_UP
10143183,Mol,HOUSE,VILLA,residential_sale,449000,4,200,1,0,0,1,None,1,None,836,4,0,JUST_RENOVATED
