id,locality,type_of_property,subtype_of_property,type_of_sale,price,number_of_bedrooms,surface,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building
10104307,Luttre,HOUSE,BUNGALOW,residential_sale,259000,2,120,0,0,0,0,None,1,None,1135,4,0,GOOD
9971624,Vaux-sous-Chèvremont,HOUSE,HOUSE,residential_sale,260000,6,300,0,0,0,1,None,1,None,2195,2,0,TO_RENOVATE
10041895,Aalst,HOUSE,HOUSE,residential_sale,265000,3,162,0,0,0,1,None,1,None,250,2,0,GOOD
10106008,Rochefort Eprave,HOUSE,HOUSE,residential_sale,269000,5,205,0,0,0,1,None,0,None,243,3,0,GOOD
9810913,Beloeil,HOUSE,HOUSE,residential_sale,269000,3,165,0,0,1,1,None,1,None,1035,3,0,GOOD
9775637,Liège,HOUSE,HOUSE,residential_sale,275000,5,280,None,0,0,1,None,1,None,0,2,0,TO_RENOVATE
9978289,SAINTE-ODE,HOUSE,HOUSE,residential_sale,275000,3,None,0,0,0,0,None,1,None,975,4,0,GOOD
9749766,Hoeilaart,HOUSE,MIXED_USE_BUILDING,residential_sale,279000,0,218,0,0,0,0,None,0,None,128,3,0,TO_RENOVATE
10113196,VILLERS-L'ÉVÊQUE,HOUSE,HOUSE,residential_sale,279000,4,190,0,0,0,1,None,1,None,1365,3,0,
9960599,Flémalle-Grande,HOUSE,HOUSE,residential_sale,279000,3,191,0,0,0,0,None,1,None,464,3,0,GOOD
10107481,Libin,HOUSE,HOUSE,residential_sale,279900,5,150,1,0,0,1,None,1,None,821,4,0,
10118938,HEURE,HOUSE,HOUSE,residential_sale,280000,3,131,None,0,1,1,None,0,None,1238,4,0,
9812868,Gouvy,HOUSE,HOUSE,residential_sale,280000,3,None,0,0,0,0,None,1,None,949,4,0,
10047914,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,residential_sale,284000,3,149,0,0,1,0,None,1,None,0,2,0,GOOD
10020641,Manage,HOUSE,HOUSE,residential_sale,285000,4,200,0,0,0,1,None,1,None,480,3,0,JUST_RENOVATED
10117149,BEVEREN,HOUSE,HOUSE,residential_sale,285000,3,157,0,0,0,1,None,1,None,213,2,0,GOOD
10120684,Kortrijk,HOUSE,HOUSE,residential_sale,287000,2,200,0,0,0,1,None,1,None,0,3,0,GOOD
10103107,Halle,HOUSE,HOUSE,residential_sale,290000,2,140,0,0,0,1,None,0,None,210,3,0,GOOD
10113725,Mechelen,HOUSE,APARTMENT_BLOCK,residential_sale,295000,3,151,0,0,0,0,None,1,None,141,2,0,TO_RENOVATE
10113722,Mechelen,HOUSE,HOUSE,residential_sale,295000,2,151,0,0,0,0,None,1,None,141,2,0,TO_RENOVATE
10045146,Autelbas,HOUSE,HOUSE,residential_sale,295000,3,165,0,0,0,0,None,1,None,302,4,0,TO_RENOVATE
9962449,VILLE-POMMEROEUL,HOUSE,HOUSE,residential_sale,295000,3,100,0,0,0,1,None,0,None,1930,4,0,GOOD
10118828,Lessines,HOUSE,MANSION,residential_sale,295000,4,250,0,0,0,1,None,0,None,200,2,0,TO_BE_DONE_UP
10056511,Aalst,HOUSE,HOUSE,residential_sale,295000,4,130,0,0,0,1,None,1,None,210,2,0,GOOD
10119164,Bornem,HOUSE,HOUSE,residential_sale,297000,2,85,0,0,0,1,None,1,None,0,3,0,GOOD
9996433,Menen,HOUSE,HOUSE,residential_sale,298000,3,None,0,0,0,1,None,0,None,237,2,0,JUST_RENOVATED
9830096,OTHÉE,HOUSE,HOUSE,residential_sale,299000,4,182,0,0,0,0,None,0,None,148,2,0,GOOD
10087263,ENGIS,HOUSE,MIXED_USE_BUILDING,residential_sale,299000,3,134,0,0,0,1,None,0,None,455,3,0,JUST_RENOVATED
9902773,Neufchateau,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9330774,Tienen,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10013345,Baelen,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9799767,Oostnieuwkerke,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9875461,Deinze,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8120282,Tournai,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9434102,Wavre,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9482343,SINT-ANTONIUS,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10039495,MALDEREN,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9027009,BONCELLES,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9705744,Ohey,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8497869,Fléron,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8652247,Fléron,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9048086,Leuven,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9726666,Mouscron,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9947988,Blankenberge,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9629906,Buggenhout,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10100903,Drongen,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8987239,Amay,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9988518,Blankenberge,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9641275,Temse,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8798417,Aywaille,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8787746,Aywaille,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9989446,Scherpenheuvel,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9907535,Waregem,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9903433,Deerlijk,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10037808,Virton,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9023198,Wavre,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10099792,PUURS,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8220393,Heist-op-den-Berg,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9847550,Baelen,HOUSE,HOUSE,residential_sale,299000,3,169,None,0,0,1,None,1,None,0,2,0,
10037671,Aalst Erembodegem,HOUSE,HOUSE,residential_sale,299000,4,275,0,0,0,1,None,1,None,982,2,0,TO_RENOVATE
10080284,Orp-Jauche,HOUSE,HOUSE,residential_sale,300000,5,190,0,0,0,1,None,0,None,583,3,1,GOOD
8548971,Nivelles,HOUSE,HOUSE,residential_sale,300000,3,225,0,0,0,1,None,0,None,167,2,0,GOOD
10061454,Esneux,HOUSE,BUNGALOW,residential_sale,309000,4,102,0,0,0,1,None,1,None,808,4,0,JUST_RENOVATED
10118172,Athus,HOUSE,HOUSE,residential_sale,312000,3,140,0,0,0,1,None,1,None,430,2,0,GOOD
10056587,PUURS,HOUSE,HOUSE,residential_sale,315000,2,165,0,0,0,1,None,0,None,214,4,0,GOOD
9955025,ROTHEUX-RIMIÈRE,HOUSE,HOUSE,residential_sale,319000,4,220,0,0,1,1,None,1,None,1221,4,0,GOOD
10028339,Anderlues,HOUSE,HOUSE,residential_sale,319000,4,200,0,0,0,1,None,1,None,2100,4,0,GOOD
10068880,Grez-Doiceau,HOUSE,HOUSE,residential_sale,320000,3,193,0,0,0,1,None,0,None,642,4,0,TO_BE_DONE_UP
10074259,Messancy,HOUSE,HOUSE,residential_sale,None,2,82,None,0,0,1,None,1,None,734,4,0,TO_RENOVATE
10037024,Messancy,HOUSE,HOUSE,residential_sale,320000,1,65,0,0,0,1,None,1,None,198,3,0,
9989066,Wellin Halma,HOUSE,HOUSE,residential_sale,320000,3,250,0,0,0,1,None,0,None,2152,4,0,TO_BE_DONE_UP
10105037,MOERBEKE,HOUSE,HOUSE,residential_sale,320000,3,123,0,0,0,0,None,1,None,677,,0,TO_RENOVATE
10104068,Namur,HOUSE,APARTMENT_BLOCK,residential_sale,325000,8,137,0,0,0,0,None,0,None,137,2,0,TO_BE_DONE_UP
10095188,Duffel,HOUSE,HOUSE,residential_sale,329000,3,125,0,0,0,1,None,1,None,95,2,0,GOOD
9974363,SINT-AMANDS,HOUSE,HOUSE,residential_sale,329000,4,295,0,0,0,0,None,0,None,200,2,0,GOOD
10094531,Gent,HOUSE,HOUSE,residential_sale,329000,2,116,0,0,0,0,None,0,None,61,2,0,GOOD
9984160,Nivelles,HOUSE,HOUSE,residential_sale,330000,4,133,0,0,0,1,None,1,None,230,2,0,AS_NEW
10098182,Wolvertem,HOUSE,MIXED_USE_BUILDING,residential_sale,330000,2,185,0,0,1,1,None,0,None,141,2,0,TO_BE_DONE_UP
10023121,Kraainem,HOUSE,HOUSE,residential_sale,330000,2,82,0,0,0,1,None,1,None,115,2,0,GOOD
9981941,Chièvres,HOUSE,COUNTRY_COTTAGE,residential_sale,340000,1,288,0,0,0,1,None,1,None,2950,3,0,GOOD
9855430,Incourt,HOUSE,HOUSE,residential_sale,345000,2,130,0,0,0,1,None,0,None,445,2,0,GOOD
10063375,Overijse,HOUSE,HOUSE,residential_sale,345000,3,174,0,0,0,1,None,0,None,116,2,0,GOOD
10000466,HABAY-LA-NEUVE,HOUSE,HOUSE,residential_sale,345000,4,185,0,0,1,1,None,0,None,0,3,0,GOOD
9975917,Heffen,HOUSE,HOUSE,residential_sale,349000,3,135,0,0,0,0,None,1,None,201,3,0,GOOD
10068002,Awans,HOUSE,HOUSE,residential_sale,349000,3,142,0,0,1,0,None,1,None,660,4,0,AS_NEW
9945331,Oostakker,HOUSE,HOUSE,residential_sale,349000,3,115,0,0,0,0,None,1,None,196,3,0,GOOD
9310597,Ottignies,HOUSE,VILLA,residential_sale,350000,3,133,0,0,0,1,None,1,None,772,4,0,TO_RENOVATE
9985472,Assesse,HOUSE,HOUSE,residential_sale,350000,3,168,0,0,0,1,None,1,None,1495,3,0,GOOD
9773793,Loppem,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9842601,Waregem,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10117691,Aalst,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8780691,Evere,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10118738,Aalst,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10071561,Gent,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
7673169,Leuven,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9929900,Visé,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8569604,Huy,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10112026,Wavre,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9279910,Wavre,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9323295,Herent,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9984425,Kortrijk,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9978893,Mont-Saint-Guibert,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9565034,Herent,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10115264,Uccle,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9158401,Grimbergen,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
8780667,Bruxelles,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10057695,Uccle,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10042816,Waterloo,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10083555,Braine-l'Alleud,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9704603,Braine-l'Alleud,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9318678,Bruxelles,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9048108,Leuven,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9218935,Brussels City,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10052032,Woluwe-Saint-Lambert,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
7412146,Antwerp,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10108603,Mouscron,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
9864433,Uccle,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10146093,Rumst,APARTMENT,APARTMENT,residential_sale,224500,2,85,0,0,0,1,1,0,None,None,,0,JUST_RENOVATED
9936741,LES FOSSÉS,HOUSE,HOUSE,residential_sale,359000,3,116,0,0,0,1,None,1,None,822,4,0,AS_NEW
10024140,Overijse,HOUSE,HOUSE,residential_sale,369000,3,190,0,0,0,1,None,1,None,1799,4,0,TO_RENOVATE
10105039,SINT-AMANDSBERG,HOUSE,HOUSE,residential_sale,369000,2,136,0,0,0,0,None,1,None,180,,0,GOOD
10106544,ZOMERGEM,HOUSE,HOUSE,residential_sale,369900,2,160,0,0,0,0,None,1,None,670,3,0,GOOD
10113846,Schaerbeek,HOUSE,HOUSE,residential_sale,375000,3,129,0,0,0,1,None,1,None,191,2,0,TO_BE_DONE_UP
9902318,Liège,HOUSE,HOUSE,residential_sale,375000,4,240,0,0,0,1,None,0,None,0,2,0,GOOD
9947733,VIERSET-BARSE,HOUSE,VILLA,residential_sale,375000,3,151,0,0,0,1,None,1,None,1433,4,0,GOOD
10066949,Merchtem,HOUSE,HOUSE,residential_sale,379000,3,190,0,0,1,1,None,0,None,309,3,0,GOOD
10098436,Rumst,HOUSE,HOUSE,residential_sale,385000,3,136,0,0,0,1,None,1,None,336,3,0,GOOD
10108056,HEURE,HOUSE,HOUSE,residential_sale,385000,3,215,0,0,1,1,None,0,None,3155,4,0,
10060389,Heusy,HOUSE,HOUSE,residential_sale,389000,5,224,0,0,0,1,None,1,None,260,2,0,JUST_RENOVATED
9859112,Gembloux,HOUSE,APARTMENT_BLOCK,residential_sale,390000,4,180,0,0,0,0,None,1,None,611,3,0,GOOD
10115934,Wemmel,HOUSE,HOUSE,residential_sale,395000,4,162,0,0,0,0,None,1,None,243,2,0,TO_BE_DONE_UP
9760098,WANDRE,HOUSE,HOUSE,residential_sale,395000,3,140,0,0,0,1,None,0,None,771,3,0,GOOD
10081205,Anderlecht,HOUSE,HOUSE,residential_sale,399000,4,160,0,0,0,0,None,1,None,106,2,0,GOOD
10107414,Ittre,HOUSE,HOUSE,residential_sale,399000,3,124,1,0,0,1,None,1,None,400,2,0,AS_NEW
9691698,Antheit,HOUSE,HOUSE,residential_sale,399000,4,181,0,0,0,0,None,1,None,5610,4,0,TO_RENOVATE
10027617,Richelle,HOUSE,HOUSE,residential_sale,399000,4,357,0,0,1,1,None,0,None,1223,4,0,TO_BE_DONE_UP
9911757,MARBAIS,HOUSE,HOUSE,residential_sale,400000,3,167,0,0,0,1,None,0,None,1376,2,0,GOOD
9807853,Waha,HOUSE,APARTMENT_BLOCK,residential_sale,400000,5,233,0,0,0,0,None,1,None,379,3,0,GOOD
9962450,Estaimpuis,HOUSE,HOUSE,residential_sale,400000,2,208,0,0,0,0,None,1,None,1132,3,0,GOOD
10098202,Uccle,HOUSE,HOUSE,residential_sale,418500,3,125,0,0,0,1,None,1,None,163,2,0,GOOD
9983573,SINT-ELOOIS-VIJVE,HOUSE,HOUSE,residential_sale,420000,5,430,0,0,0,0,None,0,None,247,3,0,GOOD
9983563,SINT-ELOOIS-VIJVE,HOUSE,MIXED_USE_BUILDING,residential_sale,420000,5,430,0,0,0,0,None,0,None,247,3,0,GOOD
10082175,TEN EDE,HOUSE,HOUSE,residential_sale,429000,3,155,0,0,0,1,None,1,None,292,4,0,
10082174,Wetteren,HOUSE,HOUSE,residential_sale,429000,3,155,0,0,0,1,None,1,None,292,4,0,
10114015,SINT-LIEVENS-HOUTEM,HOUSE,HOUSE,residential_sale,429000,3,138,0,0,0,1,None,1,None,475,3,0,
10030756,Beersel,HOUSE,HOUSE,residential_sale,430000,4,260,0,0,0,1,None,1,None,717,3,0,TO_BE_DONE_UP
10115829,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,residential_sale,435000,2,155,None,0,0,1,None,1,None,769,4,0,GOOD
10147447,Vilvoorde,APARTMENT,APARTMENT,residential_sale,159000,1,45,0,0,0,0,None,0,None,,2,0,GOOD
10137271,Ans,APARTMENT,APARTMENT,residential_sale,195000,2,91,0,0,0,1,None,0,None,None,3,0,AS_NEW
10147417,WÉPION,APARTMENT,APARTMENT,residential_sale,195000,2,72,0,0,0,1,None,0,None,None,4,0,TO_BE_DONE_UP
10148140,Vilvoorde,APARTMENT,APARTMENT,residential_sale,239000,1,75,0,0,0,0,None,0,None,None,2,0,GOOD
10148179,SINT-NIKLAAS,APARTMENT,APARTMENT,residential_sale,260000,2,75,0,0,0,0,None,0,None,None,2,0,
10100730,Forest,APARTMENT,APARTMENT,residential_sale,420000,3,135,1,0,0,1,None,0,None,None,,0,
9947828,Blankenberge,APARTMENT,APARTMENT,residential_sale,580000,2,86,0,0,0,1,None,0,None,,,0,
10097080,Uccle,APARTMENT,APARTMENT,residential_sale,790000,3,170,1,0,0,1,None,0,None,None,2,0,JUST_RENOVATED
9947830,Blankenberge,APARTMENT,APARTMENT,residential_sale,990000,2,111,0,0,0,1,None,0,None,,,0,
10147030,Knokke-Heist,APARTMENT,APARTMENT,residential_sale,1495000,3,124,1,1,0,1,None,0,None,,,0,JUST_RENOVATED
10134189,Rouvroy,APARTMENT,APARTMENT,residential_sale,139000,3,110,0,0,0,1,None,0,None,None,3,0,TO_BE_DONE_UP
10134504,Kortrijk,APARTMENT,APARTMENT,residential_sale,295000,2,110,0,0,0,1,None,1,None,None,,0,AS_NEW
10135273,Ottignies,APARTMENT,APARTMENT,residential_sale,390000,2,120,1,0,0,1,None,0,None,None,,0,
10123641,GISTOUX,APARTMENT,APARTMENT,residential_sale,415000,2,124,0,0,0,1,None,1,None,None,4,0,
10123645,GISTOUX,APARTMENT,APARTMENT,residential_sale,420000,2,124,None,0,0,1,None,0,None,None,4,0,
10123818,Etterbeek,APARTMENT,APARTMENT,residential_sale,495000,2,113,1,1,0,1,None,0,None,,2,0,AS_NEW
9619918,Liège,APARTMENT,APARTMENT,residential_sale,55000,1,28,0,0,0,0,None,0,None,None,2,0,
10011543,Liège,APARTMENT,FLAT_STUDIO,residential_sale,79000,0,38,0,0,0,0,None,0,None,None,,0,GOOD
9932861,Liège,APARTMENT,APARTMENT,residential_sale,99000,1,81,0,0,0,0,None,0,None,None,2,0,GOOD
8739337,Middelkerke,APARTMENT,FLAT_STUDIO,residential_sale,112000,0,54,0,0,0,0,None,0,None,,2,0,GOOD
10117659,Aalst,APARTMENT,APARTMENT,residential_sale,125000,1,65,0,0,0,1,None,0,None,,,0,GOOD
9939102,Dison,APARTMENT,APARTMENT,residential_sale,129000,2,90,0,0,0,0,None,0,None,,3,0,GOOD
10044675,Bredene,APARTMENT,APARTMENT,residential_sale,135000,1,40,0,0,0,1,None,0,None,None,2,0,GOOD
10075279,Leuven,APARTMENT,FLAT_STUDIO,residential_sale,None,1,21,0,0,0,0,None,0,None,,3,0,
9858314,Kortrijk,APARTMENT,APARTMENT,residential_sale,155000,2,86,0,0,0,0,None,0,None,None,2,0,TO_RENOVATE
9719643,Arlon,APARTMENT,APARTMENT,residential_sale,160000,1,46,None,0,0,1,None,0,None,None,4,0,
10114366,Nord (Bruxelles),APARTMENT,KOT,residential_sale,175000,1,20,None,0,0,0,None,0,None,None,2,0,
9958345,Charleroi,APARTMENT,APARTMENT,residential_sale,181900,2,92,0,0,0,1,None,0,None,None,2,0,JUST_RENOVATED
9694748,Chiny,APARTMENT,APARTMENT,residential_sale,187000,2,77,0,0,0,0,None,0,None,None,4,0,AS_NEW
9891701,Evere,APARTMENT,APARTMENT,residential_sale,189000,1,65,0,0,0,1,None,0,None,None,4,0,TO_BE_DONE_UP
10046541,Dworp,HOUSE,HOUSE,residential_sale,439000,3,153,0,0,0,1,None,0,None,0,4,0,JUST_RENOVATED
10014355,Duffel,HOUSE,HOUSE,residential_sale,439000,3,214,0,0,0,0,None,1,None,202,2,0,GOOD
10122983,Asse,HOUSE,HOUSE,residential_sale,445000,3,200,0,0,1,1,None,1,None,602,4,0,TO_BE_DONE_UP
9979233,Brussels City,HOUSE,MIXED_USE_BUILDING,residential_sale,450000,2,301,0,0,0,1,None,1,None,385,2,0,GOOD
10103790,Molenbeek-Saint-Jean,HOUSE,APARTMENT_BLOCK,residential_sale,450000,4,230,0,0,0,1,None,0,None,110,2,0,TO_BE_DONE_UP
9411874,Grez-Doiceau,HOUSE,HOUSE,residential_sale,450000,4,215,0,0,0,1,None,0,None,879,4,0,JUST_RENOVATED
10106000,Pont-à-Celles,HOUSE,FARMHOUSE,residential_sale,450000,4,415,0,0,0,0,None,0,None,3000,4,0,TO_RENOVATE
10033095,Denderleeuw,HOUSE,HOUSE,residential_sale,455000,5,318,0,0,0,1,None,1,None,802,2,0,GOOD
10080203,Forest,HOUSE,HOUSE,residential_sale,465000,5,181,0,0,0,1,None,0,None,87,2,0,GOOD
10106733,Lichtervelde,HOUSE,HOUSE,residential_sale,465000,3,None,1,0,1,0,None,1,None,502,3,0,JUST_RENOVATED
10113904,ITEGEM,HOUSE,HOUSE,residential_sale,469000,4,174,0,0,0,0,None,1,None,339,3,0,
10102056,Ham-sur-Heure,HOUSE,HOUSE,residential_sale,470000,4,160,0,0,0,0,None,0,None,950,4,0,GOOD
10079785,Sombreffe,HOUSE,HOUSE,residential_sale,475000,3,272,0,0,0,0,None,0,None,6484,4,0,TO_RENOVATE
10114966,AIX-SUR-CLOIE,HOUSE,HOUSE,residential_sale,475000,5,220,0,0,0,1,None,1,None,254,2,0,AS_NEW
10079857,Desselgem,HOUSE,VILLA,residential_sale,475000,4,224,0,0,0,1,None,1,None,600,4,0,GOOD
9941960,Ranst,HOUSE,HOUSE,residential_sale,480000,3,160,0,0,0,1,None,0,None,425,2,0,JUST_RENOVATED
10075924,Arlon,HOUSE,HOUSE,residential_sale,480000,4,159,0,0,0,0,None,1,None,839,3,0,JUST_RENOVATED
10041466,Overijse,HOUSE,VILLA,residential_sale,490000,3,190,0,0,0,1,None,1,None,666,4,0,TO_RENOVATE
10050946,Wemmel,HOUSE,HOUSE,residential_sale,495000,3,202,0,0,0,1,None,0,None,542,3,0,GOOD
10104591,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,residential_sale,495000,4,254,None,0,1,1,None,1,None,683,4,0,GOOD
9817983,GLAIREUSE,HOUSE,HOUSE,residential_sale,495000,4,202,0,0,0,0,None,1,None,1209,4,0,GOOD
10099002,Rixensart,HOUSE,HOUSE,residential_sale,499000,4,205,0,0,0,1,None,1,None,1213,4,0,TO_BE_DONE_UP
10038307,Grimbergen,HOUSE,HOUSE,residential_sale,510000,6,235,0,0,0,0,None,0,None,612,4,0,TO_BE_DONE_UP
10075281,Arlon,HOUSE,HOUSE,residential_sale,519000,5,260,1,0,1,1,None,0,None,1041,4,0,TO_BE_DONE_UP
10118407,Wemmel,HOUSE,HOUSE,residential_sale,525000,4,308,0,0,0,1,None,1,None,418,2,0,GOOD
10035154,Tielen,HOUSE,HOUSE,residential_sale,525000,4,289,1,0,1,1,None,1,None,0,3,1,AS_NEW
10112021,Wépion,HOUSE,HOUSE,residential_sale,530000,5,230,0,0,0,1,None,1,None,1147,4,0,AS_NEW
9748359,Adegem,HOUSE,VILLA,residential_sale,530000,3,260,0,0,0,1,None,0,None,991,4,0,
10037338,Willebroek,HOUSE,VILLA,residential_sale,539000,3,None,0,0,1,1,None,1,None,750,4,0,GOOD
9951951,Tubize,HOUSE,HOUSE,residential_sale,545000,3,183,1,0,0,0,None,1,None,883,4,0,
10071151,Schaerbeek,APARTMENT,APARTMENT,residential_sale,195000,2,83,0,0,0,1,None,0,None,None,4,0,TO_RENOVATE
9924343,Bastogne,APARTMENT,APARTMENT,residential_sale,198000,2,93,None,0,0,0,None,0,None,None,4,0,
10033893,Ganshoren,APARTMENT,APARTMENT,residential_sale,200000,1,95,0,0,0,1,None,0,None,None,2,0,GOOD
10082473,Anderlecht,APARTMENT,APARTMENT,residential_sale,205000,2,75,0,0,0,1,None,0,None,None,2,0,GOOD
9703299,Neuvillers,APARTMENT,APARTMENT,residential_sale,207000,2,79,None,0,0,0,None,0,None,None,4,0,
9921158,Arlon,APARTMENT,APARTMENT,residential_sale,210000,1,89,None,0,0,0,None,0,None,None,4,0,GOOD
9571737,Etterbeek,APARTMENT,APARTMENT,residential_sale,215000,1,60,0,0,0,1,None,0,None,,2,0,GOOD
9872951,Arlon,APARTMENT,APARTMENT,residential_sale,220000,1,80,None,0,0,0,None,0,None,None,4,0,
