post_code,type_of_property,subtype,price,construction_year,state,type_of_sale,bedrooms_count,habitable_surface,kitchen_type,furnished,fireplace,has_terrace,terrace_area,has_garden,garden_area,land_area,num_facade,swimmingpool
8300,APARTMENT,DUPLEX,3995000.0,2002.0,AS_NEW,Regular,4.0,245.0,USA_HYPER_EQUIPPED,False,False,True,50.0,True,250.0,None,3.0,True
8300,APARTMENT,APARTMENT,4600000.0,2011.0,AS_NEW,Regular,3.0,163.0,HYPER_EQUIPPED,True,False,True,17.0,None,None,None,2.0,False
8300,APARTMENT,GROUND_FLOOR,4950000.0,1969.0,GOOD,Regular,4.0,188.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,3.0,False
4130,APARTMENT,APARTMENT,249000.0,2020.0,AS_NEW,Regular,1.0,63.0,None,False,False,True,9.0,None,None,None,None,False
4101,APARTMENT,APARTMENT,125000.0,2004.0,AS_NEW,Notary Sale,3.0,135.0,INSTALLED,False,False,True,None,None,None,None,2.0,False
1090,APARTMENT,APARTMENT,185000.0,1970.0,GOOD,Regular,2.0,65.0,INSTALLED,False,False,True,15.0,None,None,None,2.0,False
8810,APARTMENT,APARTMENT,199000.0,None,GOOD,Regular,2.0,101.0,INSTALLED,False,False,None,None,None,None,None,2.0,False
2180,APARTMENT,APARTMENT,205000.0,1960.0,AS_NEW,Regular,2.0,76.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,None,3.0,False
1082,APARTMENT,APARTMENT,227000.0,1985.0,TO_BE_DONE_UP,Regular,2.0,82.0,None,False,False,True,11.0,None,None,None,2.0,False
2180,APARTMENT,APARTMENT,227500.0,1960.0,AS_NEW,Regular,2.0,76.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,None,3.0,False
3850,APARTMENT,APARTMENT,339000.0,2010.0,AS_NEW,Regular,2.0,98.0,HYPER_EQUIPPED,False,False,True,12.0,None,None,None,4.0,False
1200,APARTMENT,DUPLEX,625000.0,None,AS_NEW,Regular,2.0,158.0,USA_HYPER_EQUIPPED,False,False,True,5.0,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,535000.0,1950.0,AS_NEW,Regular,1.0,100.0,USA_HYPER_EQUIPPED,False,False,True,2.0,None,None,None,2.0,False
1040,APARTMENT,APARTMENT,555000.0,1938.0,AS_NEW,Regular,2.0,130.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,2.0,False
1930,APARTMENT,SERVICE_FLAT,270000.0,None,AS_NEW,Regular,1.0,72.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,None,False
1180,APARTMENT,GROUND_FLOOR,2530000.0,2022.0,JUST_RENOVATED,Regular,3.0,300.0,USA_HYPER_EQUIPPED,False,True,True,56.0,True,860.0,None,4.0,True
1090,APARTMENT,APARTMENT,350000.0,2000.0,AS_NEW,Regular,2.0,147.0,HYPER_EQUIPPED,False,True,True,17.0,None,None,None,3.0,False
1190,APARTMENT,TRIPLEX,1900000.0,1902.0,AS_NEW,Regular,5.0,374.0,HYPER_EQUIPPED,False,False,True,25.0,True,160.0,None,None,False
1050,APARTMENT,DUPLEX,745000.0,1918.0,AS_NEW,Regular,2.0,167.0,None,False,False,None,None,True,90.0,None,2.0,False
9550,APARTMENT,APARTMENT,259000.0,2014.0,AS_NEW,Regular,2.0,105.0,HYPER_EQUIPPED,False,False,True,5.0,None,None,None,2.0,False
3583,APARTMENT,APARTMENT,289000.0,2017.0,AS_NEW,Regular,3.0,105.0,USA_HYPER_EQUIPPED,False,False,True,8.0,None,None,None,4.0,False
9000,APARTMENT,APARTMENT,325000.0,1963.0,GOOD,Regular,2.0,95.0,INSTALLED,False,False,None,None,None,None,None,None,False
1030,APARTMENT,APARTMENT,295000.0,2012.0,GOOD,Regular,2.0,85.0,HYPER_EQUIPPED,False,False,True,6.0,None,None,None,None,False
1030,APARTMENT,APARTMENT,339000.0,1968.0,JUST_RENOVATED,Regular,2.0,95.0,SEMI_EQUIPPED,False,False,None,None,None,None,None,3.0,False
2000,APARTMENT,DUPLEX,499000.0,None,JUST_RENOVATED,Regular,1.0,100.0,INSTALLED,False,False,True,30.0,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,1250000.0,None,AS_NEW,Regular,2.0,217.0,HYPER_EQUIPPED,False,True,True,15.0,True,124.0,None,2.0,False
1050,APARTMENT,APARTMENT,1250000.0,None,AS_NEW,Regular,2.0,217.0,HYPER_EQUIPPED,False,True,True,15.0,True,124.0,None,2.0,False
1070,APARTMENT,APARTMENT,165000.0,None,TO_BE_DONE_UP,Regular,1.0,49.0,INSTALLED,False,False,None,None,None,None,None,2.0,False
1180,APARTMENT,APARTMENT,560000.0,None,GOOD,Regular,3.0,169.0,INSTALLED,False,False,None,None,None,None,None,None,False
1180,APARTMENT,APARTMENT,790000.0,1961.0,JUST_RENOVATED,Regular,2.0,175.0,None,False,False,True,None,None,None,None,2.0,False
1020,APARTMENT,APARTMENT,348000.0,1950.0,AS_NEW,Regular,2.0,110.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,2.0,False
4460,APARTMENT,APARTMENT,150000.0,1850.0,TO_RESTORE,Regular,2.0,142.0,NOT_INSTALLED,False,False,None,None,True,80000.0,None,None,False
1190,APARTMENT,APARTMENT,175000.0,None,TO_RENOVATE,Regular,2.0,85.0,NOT_INSTALLED,False,False,True,14.0,None,None,None,None,False
1420,APARTMENT,APARTMENT,225000.0,None,GOOD,Regular,2.0,71.0,INSTALLED,False,False,True,None,None,None,None,2.0,False
8370,APARTMENT,GROUND_FLOOR,330000.0,2021.0,AS_NEW,Regular,3.0,120.0,HYPER_EQUIPPED,False,False,True,9.0,None,None,None,2.0,False
1030,APARTMENT,DUPLEX,350000.0,1900.0,AS_NEW,Regular,3.0,110.0,USA_INSTALLED,False,False,True,12.0,True,30.0,None,2.0,False
1090,APARTMENT,GROUND_FLOOR,407000.0,2008.0,GOOD,Regular,3.0,115.0,INSTALLED,False,False,True,5.0,True,150.0,None,3.0,False
1050,APARTMENT,APARTMENT,525000.0,None,GOOD,Regular,3.0,150.0,NOT_INSTALLED,False,False,None,None,None,None,None,2.0,False
6031,APARTMENT,APARTMENT,606780.0,2019.0,JUST_RENOVATED,Regular,2.0,114.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,2.0,False
8300,APARTMENT,APARTMENT,625000.0,1990.0,AS_NEW,Regular,2.0,55.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,3.0,False
4000,APARTMENT,APARTMENT,150000.0,1970.0,GOOD,Notary Sale,2.0,106.0,INSTALLED,False,False,True,None,None,None,None,2.0,False
9300,APARTMENT,APARTMENT,185000.0,2008.0,AS_NEW,Regular,2.0,110.0,NOT_INSTALLED,False,False,True,28.0,None,None,None,2.0,False
9470,APARTMENT,APARTMENT,250000.0,2008.0,GOOD,Regular,2.0,105.0,USA_INSTALLED,False,False,True,7.0,None,None,None,2.0,False
1600,APARTMENT,APARTMENT,260000.0,1992.0,GOOD,Regular,2.0,90.0,HYPER_EQUIPPED,False,False,True,7.0,None,None,None,3.0,False
1400,APARTMENT,APARTMENT,860000.0,1800.0,GOOD,Regular,8.0,350.0,None,True,False,True,95.0,None,None,None,3.0,False
4040,APARTMENT,APARTMENT,139000.0,None,AS_NEW,Regular,2.0,72.0,SEMI_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,520000.0,1947.0,AS_NEW,Regular,2.0,140.0,USA_INSTALLED,False,False,None,None,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,520000.0,1947.0,AS_NEW,Regular,2.0,140.0,USA_INSTALLED,False,False,None,None,None,None,None,2.0,False
1030,APARTMENT,APARTMENT,545000.0,1940.0,JUST_RENOVATED,Regular,3.0,119.0,NOT_INSTALLED,False,False,True,57.0,None,None,None,3.0,False
1030,APARTMENT,PENTHOUSE,545000.0,1940.0,JUST_RENOVATED,Regular,3.0,119.0,NOT_INSTALLED,False,False,True,57.0,None,None,None,3.0,False
1000,APARTMENT,APARTMENT,860000.0,2014.0,AS_NEW,Regular,3.0,140.0,USA_HYPER_EQUIPPED,True,False,True,None,None,None,None,2.0,False
1180,APARTMENT,APARTMENT,695000.0,1930.0,GOOD,Regular,4.0,378.0,INSTALLED,False,False,True,94.0,None,None,None,2.0,False
1620,APARTMENT,APARTMENT,695000.0,1930.0,GOOD,Regular,4.0,378.0,INSTALLED,False,False,True,94.0,None,None,None,2.0,False
1630,APARTMENT,APARTMENT,695000.0,1930.0,GOOD,Regular,4.0,378.0,INSTALLED,False,False,True,94.0,None,None,None,2.0,False
1200,APARTMENT,APARTMENT,270000.0,1965.0,GOOD,Regular,2.0,75.0,INSTALLED,False,False,True,32.0,None,None,None,None,False
1030,APARTMENT,DUPLEX,300000.0,2021.0,TO_RENOVATE,Regular,2.0,116.0,NOT_INSTALLED,False,False,True,9.0,None,None,None,2.0,False
1120,APARTMENT,APARTMENT,335000.0,None,AS_NEW,Regular,2.0,81.0,HYPER_EQUIPPED,False,False,True,6.0,None,None,None,None,False
1300,APARTMENT,APARTMENT,346100.0,2021.0,AS_NEW,Regular,2.0,99.0,INSTALLED,False,False,True,15.0,None,None,None,None,False
1180,APARTMENT,APARTMENT,355500.0,2021.0,AS_NEW,Regular,2.0,101.0,USA_SEMI_EQUIPPED,False,False,True,6.0,None,None,None,2.0,False
3060,APARTMENT,APARTMENT,385000.0,2020.0,AS_NEW,Regular,2.0,145.0,HYPER_EQUIPPED,False,False,True,11.0,None,None,None,None,False
1180,APARTMENT,APARTMENT,1800000.0,None,AS_NEW,Regular,2.0,396.0,INSTALLED,False,False,True,95.0,True,1000.0,None,None,True
1000,APARTMENT,APARTMENT,569000.0,1974.0,GOOD,Regular,4.0,207.0,USA_HYPER_EQUIPPED,False,False,True,120.0,None,None,None,4.0,False
1080,APARTMENT,APARTMENT,569000.0,1974.0,GOOD,Regular,4.0,207.0,USA_HYPER_EQUIPPED,False,False,True,120.0,None,None,None,4.0,False
3001,APARTMENT,SERVICE_FLAT,195000.0,None,AS_NEW,Regular,1.0,55.0,INSTALLED,False,False,True,4.0,None,None,None,1.0,False
7000,APARTMENT,APARTMENT,249000.0,1990.0,GOOD,Regular,2.0,132.0,INSTALLED,False,True,True,6.0,None,None,None,3.0,False
8300,APARTMENT,APARTMENT,875000.0,2017.0,AS_NEW,Regular,2.0,105.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,3.0,False
1040,APARTMENT,APARTMENT,540000.0,1958.0,GOOD,Regular,3.0,195.0,INSTALLED,False,False,True,5.0,None,None,None,3.0,False
1180,APARTMENT,APARTMENT,1980000.0,2012.0,AS_NEW,Regular,3.0,270.0,USA_HYPER_EQUIPPED,False,False,True,15.0,None,None,None,2.0,False
2060,APARTMENT,APARTMENT,230000.0,1974.0,GOOD,Regular,3.0,123.0,USA_INSTALLED,False,False,None,None,None,None,None,None,False
1000,APARTMENT,FLAT_STUDIO,219000.0,None,AS_NEW,Regular,0.0,50.0,INSTALLED,False,False,None,None,None,None,None,1.0,False
1000,APARTMENT,APARTMENT,895000.0,1960.0,GOOD,Regular,4.0,250.0,INSTALLED,False,False,True,15.0,True,500.0,None,3.0,False
1200,APARTMENT,APARTMENT,245000.0,1963.0,GOOD,Regular,2.0,75.0,HYPER_EQUIPPED,False,False,True,12.0,None,None,None,2.0,False
1180,APARTMENT,PENTHOUSE,1350000.0,2020.0,AS_NEW,Regular,3.0,179.0,USA_HYPER_EQUIPPED,False,False,True,37.0,None,None,None,None,False
3090,APARTMENT,SERVICE_FLAT,110000.0,2010.0,AS_NEW,Regular,1.0,25.0,USA_HYPER_EQUIPPED,False,False,True,5.0,None,None,None,2.0,False
1080,APARTMENT,APARTMENT,129000.0,1974.0,TO_RENOVATE,Regular,1.0,52.0,NOT_INSTALLED,False,False,True,None,None,None,None,2.0,False
1800,APARTMENT,APARTMENT,137500.0,1931.0,TO_RENOVATE,Regular,1.0,62.0,SEMI_EQUIPPED,False,False,True,10.0,None,None,None,2.0,False
4500,APARTMENT,APARTMENT,139000.0,None,GOOD,Regular,1.0,92.0,SEMI_EQUIPPED,False,False,True,40.0,True,560.0,None,2.0,False
4570,APARTMENT,APARTMENT,139000.0,None,GOOD,Regular,1.0,92.0,SEMI_EQUIPPED,False,False,True,40.0,True,560.0,None,2.0,False
2170,APARTMENT,FLAT_STUDIO,145000.0,1977.0,GOOD,Regular,0.0,43.0,None,False,False,True,9.0,None,None,None,2.0,False
9280,APARTMENT,APARTMENT,155000.0,1972.0,GOOD,Regular,2.0,85.0,SEMI_EQUIPPED,False,False,True,8.0,None,None,None,None,False
4020,APARTMENT,APARTMENT,159500.0,None,AS_NEW,Regular,1.0,70.0,INSTALLED,False,False,None,None,None,None,None,2.0,False
9280,APARTMENT,APARTMENT,165000.0,1972.0,GOOD,Regular,2.0,85.0,SEMI_EQUIPPED,False,False,True,8.0,None,None,None,None,False
1030,APARTMENT,FLAT_STUDIO,175000.0,1968.0,GOOD,Regular,0.0,41.0,INSTALLED,False,False,None,None,None,None,None,2.0,False
1190,APARTMENT,APARTMENT,175000.0,None,TO_BE_DONE_UP,Regular,1.0,60.0,INSTALLED,False,False,True,15.0,None,None,None,2.0,False
1800,APARTMENT,APARTMENT,179000.0,1931.0,TO_RENOVATE,Regular,2.0,105.0,SEMI_EQUIPPED,False,False,True,2.0,True,None,None,2.0,False
4041,APARTMENT,APARTMENT,179000.0,None,GOOD,Regular,2.0,75.0,None,False,False,True,7.0,None,None,None,4.0,False
7700,APARTMENT,APARTMENT,183000.0,1950.0,TO_RESTORE,Regular,4.0,140.0,SEMI_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1030,APARTMENT,FLAT_STUDIO,195000.0,1955.0,AS_NEW,Regular,0.0,47.0,USA_INSTALLED,False,False,None,None,None,None,None,4.0,False
1070,APARTMENT,APARTMENT,195000.0,1960.0,GOOD,Regular,2.0,75.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1180,APARTMENT,FLAT_STUDIO,195000.0,1972.0,TO_BE_DONE_UP,Regular,1.0,36.0,None,False,False,True,None,None,None,None,None,False
6000,APARTMENT,APARTMENT,195000.0,None,JUST_RENOVATED,Regular,2.0,114.0,INSTALLED,False,False,True,22.0,None,None,None,2.0,False
7080,APARTMENT,APARTMENT,195000.0,2020.0,GOOD,Regular,2.0,85.0,INSTALLED,False,False,True,15.0,None,None,None,None,False
1080,APARTMENT,APARTMENT,199000.0,None,GOOD,Regular,2.0,92.0,SEMI_EQUIPPED,False,False,True,None,None,None,None,2.0,False
1070,APARTMENT,APARTMENT,210000.0,1957.0,TO_RENOVATE,Regular,2.0,94.0,NOT_INSTALLED,False,False,None,None,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,215000.0,None,GOOD,Regular,1.0,50.0,USA_INSTALLED,False,False,None,None,None,None,None,2.0,False
1050,APARTMENT,FLAT_STUDIO,215000.0,None,AS_NEW,Regular,1.0,39.0,USA_HYPER_EQUIPPED,True,False,None,None,None,None,None,2.0,False
5030,APARTMENT,DUPLEX,215000.0,1998.0,JUST_RENOVATED,Regular,2.0,70.0,None,False,False,True,4.0,None,None,None,3.0,False
1050,APARTMENT,PENTHOUSE,220000.0,1970.0,TO_RENOVATE,Regular,1.0,74.0,NOT_INSTALLED,False,False,True,10.0,None,None,None,2.0,False
1300,APARTMENT,APARTMENT,220000.0,None,JUST_RENOVATED,Regular,2.0,73.0,USA_SEMI_EQUIPPED,False,False,None,None,None,None,None,None,False
1083,APARTMENT,APARTMENT,225000.0,1970.0,GOOD,Regular,2.0,95.0,None,False,False,True,18.0,None,None,None,None,False
2060,APARTMENT,APARTMENT,229000.0,None,GOOD,Regular,2.0,70.0,SEMI_EQUIPPED,False,False,True,1.0,None,None,None,2.0,False
1200,APARTMENT,DUPLEX,235000.0,1938.0,TO_RENOVATE,Regular,1.0,61.0,USA_INSTALLED,False,False,None,None,None,None,None,2.0,False
2300,APARTMENT,GROUND_FLOOR,241800.0,None,GOOD,Regular,1.0,88.0,INSTALLED,False,False,True,12.0,None,None,None,2.0,False
1495,APARTMENT,DUPLEX,250000.0,1977.0,GOOD,Regular,2.0,100.0,None,False,False,True,12.0,None,None,None,2.0,False
5100,APARTMENT,APARTMENT,259000.0,1993.0,TO_BE_DONE_UP,Regular,3.0,111.0,None,False,False,True,None,None,None,None,4.0,False
1040,APARTMENT,PENTHOUSE,265000.0,1959.0,GOOD,Regular,1.0,72.0,HYPER_EQUIPPED,False,False,True,5.0,None,None,None,None,False
1030,APARTMENT,APARTMENT,285000.0,1960.0,GOOD,Regular,2.0,100.0,SEMI_EQUIPPED,False,False,True,8.0,None,None,None,2.0,False
1420,APARTMENT,APARTMENT,285000.0,1992.0,GOOD,Regular,2.0,93.0,INSTALLED,False,False,True,10.0,None,None,None,3.0,False
1140,APARTMENT,APARTMENT,289000.0,1975.0,GOOD,Regular,2.0,90.0,USA_HYPER_EQUIPPED,False,False,True,15.0,None,None,None,2.0,False
1030,APARTMENT,APARTMENT,295000.0,1940.0,JUST_RENOVATED,Regular,2.0,87.0,NOT_INSTALLED,False,False,None,None,None,None,None,3.0,False
1190,APARTMENT,APARTMENT,295000.0,None,GOOD,Regular,2.0,75.0,None,False,False,True,4.0,None,None,None,None,False
1000,APARTMENT,APARTMENT,299000.0,1950.0,AS_NEW,Regular,1.0,72.0,USA_INSTALLED,True,False,True,6.0,None,None,None,2.0,False
1410,APARTMENT,APARTMENT,299000.0,1970.0,JUST_RENOVATED,Regular,2.0,70.0,HYPER_EQUIPPED,False,False,True,6.0,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,300000.0,2018.0,AS_NEW,Regular,1.0,50.0,USA_HYPER_EQUIPPED,True,False,True,50.0,None,None,None,2.0,False
1400,APARTMENT,APARTMENT,305000.0,2004.0,AS_NEW,Regular,3.0,105.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,None,False
1082,APARTMENT,GROUND_FLOOR,309500.0,1997.0,AS_NEW,Regular,2.0,90.0,HYPER_EQUIPPED,False,False,True,28.0,None,None,None,None,False
1070,APARTMENT,PENTHOUSE,310000.0,2018.0,AS_NEW,Regular,2.0,78.0,HYPER_EQUIPPED,False,False,True,13.0,None,None,None,2.0,False
2300,APARTMENT,APARTMENT,329000.0,None,GOOD,Regular,3.0,145.0,INSTALLED,False,False,True,17.0,None,None,None,2.0,False
1030,APARTMENT,APARTMENT,335000.0,1964.0,TO_BE_DONE_UP,Regular,3.0,100.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,3.0,False
3010,APARTMENT,APARTMENT,339000.0,None,JUST_RENOVATED,Regular,1.0,57.0,None,False,False,True,19.0,True,19.0,None,2.0,False
1050,APARTMENT,APARTMENT,345000.0,1930.0,GOOD,Regular,1.0,89.0,INSTALLED,False,False,None,None,None,None,None,2.0,False
1070,APARTMENT,APARTMENT,345000.0,None,JUST_RENOVATED,Regular,2.0,120.0,USA_HYPER_EQUIPPED,False,False,True,14.0,None,None,None,None,False
1080,APARTMENT,DUPLEX,345000.0,1932.0,AS_NEW,Regular,4.0,150.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1180,APARTMENT,PENTHOUSE,345000.0,1991.0,GOOD,Regular,2.0,90.0,None,False,True,True,9.0,None,None,None,4.0,False
1210,APARTMENT,APARTMENT,350000.0,1942.0,GOOD,Regular,3.0,175.0,SEMI_EQUIPPED,False,True,True,15.0,None,None,None,2.0,False
1040,APARTMENT,APARTMENT,360000.0,1960.0,AS_NEW,Regular,1.0,98.0,HYPER_EQUIPPED,False,False,True,6.0,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,370000.0,1932.0,AS_NEW,Regular,1.0,77.0,USA_SEMI_EQUIPPED,False,False,None,None,None,None,None,None,False
1000,APARTMENT,APARTMENT,375000.0,2008.0,AS_NEW,Regular,1.0,68.0,NOT_INSTALLED,False,False,None,None,None,None,None,3.0,False
1050,APARTMENT,APARTMENT,375000.0,1932.0,AS_NEW,Regular,1.0,77.0,USA_SEMI_EQUIPPED,False,False,None,None,None,None,None,None,False
1330,APARTMENT,APARTMENT,390000.0,2000.0,GOOD,Regular,2.0,100.0,USA_INSTALLED,False,False,True,20.0,None,None,None,None,False
1000,APARTMENT,TRIPLEX,395000.0,None,GOOD,Regular,3.0,179.0,USA_INSTALLED,False,False,True,30.0,None,None,None,2.0,False
1050,APARTMENT,FLAT_STUDIO,395000.0,2015.0,GOOD,Regular,0.0,55.0,USA_HYPER_EQUIPPED,False,False,True,8.0,None,None,None,None,False
1150,APARTMENT,APARTMENT,395000.0,None,GOOD,Regular,3.0,120.0,HYPER_EQUIPPED,False,False,True,5.0,None,None,None,None,False
1200,APARTMENT,APARTMENT,399000.0,1958.0,TO_RENOVATE,Regular,2.0,118.0,SEMI_EQUIPPED,False,False,True,5.0,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,400000.0,1990.0,GOOD,Regular,2.0,105.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1030,APARTMENT,APARTMENT,410000.0,2022.0,AS_NEW,Regular,3.0,125.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,None,4.0,False
1180,APARTMENT,APARTMENT,410000.0,1964.0,TO_RENOVATE,Regular,3.0,95.0,None,False,False,True,15.0,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,420000.0,1936.0,GOOD,Regular,2.0,116.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1040,APARTMENT,APARTMENT,420000.0,1936.0,GOOD,Regular,2.0,116.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,425000.0,1957.0,TO_BE_DONE_UP,Regular,2.0,120.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,None,False
1332,APARTMENT,APARTMENT,445000.0,1909.0,AS_NEW,Regular,2.0,130.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,1100.0,None,4.0,False
1000,APARTMENT,APARTMENT,449000.0,1920.0,AS_NEW,Regular,2.0,180.0,USA_HYPER_EQUIPPED,False,False,True,20.0,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,450000.0,1941.0,TO_BE_DONE_UP,Regular,3.0,136.0,INSTALLED,False,False,True,6.0,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,450000.0,1930.0,TO_RENOVATE,Regular,2.0,162.0,SEMI_EQUIPPED,False,False,None,None,None,None,None,2.0,False
1040,APARTMENT,APARTMENT,450000.0,1941.0,TO_BE_DONE_UP,Regular,3.0,136.0,INSTALLED,False,False,True,6.0,None,None,None,2.0,False
1180,APARTMENT,APARTMENT,495000.0,None,AS_NEW,Regular,2.0,110.0,INSTALLED,False,True,True,12.0,None,None,None,2.0,False
1180,APARTMENT,APARTMENT,495000.0,1938.0,GOOD,Regular,2.0,164.0,INSTALLED,False,False,True,9.0,None,None,None,2.0,False
1040,APARTMENT,APARTMENT,535000.0,1958.0,GOOD,Regular,3.0,180.0,HYPER_EQUIPPED,False,False,True,20.0,None,None,None,2.0,False
1030,APARTMENT,TRIPLEX,540000.0,1900.0,AS_NEW,Regular,4.0,155.0,USA_HYPER_EQUIPPED,False,False,True,15.0,True,30.0,None,2.0,False
1050,APARTMENT,DUPLEX,550000.0,2005.0,AS_NEW,Regular,3.0,110.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,None,2.0,False
1180,APARTMENT,APARTMENT,550000.0,1964.0,GOOD,Regular,2.0,166.0,HYPER_EQUIPPED,False,False,True,7.0,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,565000.0,1930.0,AS_NEW,Regular,2.0,126.0,INSTALLED,False,False,None,None,None,None,None,3.0,False
1000,APARTMENT,APARTMENT,570000.0,2009.0,AS_NEW,Regular,2.0,117.0,USA_HYPER_EQUIPPED,False,False,True,25.0,None,None,None,2.0,False
1040,APARTMENT,APARTMENT,570000.0,2009.0,AS_NEW,Regular,2.0,117.0,USA_HYPER_EQUIPPED,False,False,True,25.0,None,None,None,2.0,False
1000,APARTMENT,LOFT,595000.0,1900.0,AS_NEW,Regular,2.0,160.0,USA_HYPER_EQUIPPED,False,False,True,25.0,None,None,None,3.0,False
1150,APARTMENT,APARTMENT,595000.0,1968.0,TO_BE_DONE_UP,Regular,3.0,130.0,INSTALLED,False,False,True,22.0,None,None,None,4.0,False
1180,APARTMENT,TRIPLEX,595000.0,1950.0,AS_NEW,Regular,3.0,145.0,HYPER_EQUIPPED,False,False,True,15.0,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,600000.0,1955.0,TO_BE_DONE_UP,Regular,3.0,165.0,SEMI_EQUIPPED,False,False,None,None,None,None,None,None,False
1050,APARTMENT,APARTMENT,619000.0,1958.0,GOOD,Regular,4.0,190.0,INSTALLED,False,False,True,26.0,None,None,None,2.0,False
1180,APARTMENT,APARTMENT,619000.0,1958.0,GOOD,Regular,4.0,190.0,INSTALLED,False,False,True,26.0,None,None,None,2.0,False
1000,APARTMENT,APARTMENT,620000.0,1968.0,AS_NEW,Regular,3.0,140.0,HYPER_EQUIPPED,False,False,True,4.0,None,None,None,2.0,False
1050,APARTMENT,APARTMENT,635000.0,1956.0,AS_NEW,Regular,2.0,115.0,None,False,True,True,51.0,None,None,None,None,False
1150,APARTMENT,APARTMENT,650000.0,1956.0,JUST_RENOVATED,Regular,2.0,130.0,HYPER_EQUIPPED,False,False,True,8.0,None,None,None,None,False
1040,APARTMENT,PENTHOUSE,675000.0,None,AS_NEW,Regular,2.0,115.0,USA_HYPER_EQUIPPED,False,False,True,21.0,None,None,None,2.0,False
1040,APARTMENT,DUPLEX,675000.0,2012.0,AS_NEW,Regular,2.0,118.0,USA_HYPER_EQUIPPED,False,False,True,12.0,None,None,None,2.0,False
1050,APARTMENT,PENTHOUSE,695000.0,1900.0,AS_NEW,Regular,2.0,130.0,USA_HYPER_EQUIPPED,False,False,True,12.0,None,None,None,2.0,False
1640,APARTMENT,PENTHOUSE,744000.0,2016.0,AS_NEW,Regular,2.0,118.0,HYPER_EQUIPPED,False,False,True,26.0,None,None,None,2.0,False
1180,APARTMENT,GROUND_FLOOR,780000.0,None,AS_NEW,Regular,4.0,189.0,USA_UNINSTALLED,False,True,True,None,None,None,None,4.0,False
1180,APARTMENT,APARTMENT,790000.0,2006.0,GOOD,Regular,3.0,153.0,HYPER_EQUIPPED,False,False,True,11.0,None,None,None,None,False
1000,APARTMENT,APARTMENT,795000.0,1850.0,AS_NEW,Regular,3.0,264.0,HYPER_EQUIPPED,False,False,None,None,None,None,None,3.0,False
1180,APARTMENT,PENTHOUSE,795000.0,1969.0,AS_NEW,Regular,3.0,185.0,HYPER_EQUIPPED,False,False,True,17.0,None,None,None,2.0,False
8300,APARTMENT,APARTMENT,835000.0,2001.0,AS_NEW,Regular,2.0,103.0,USA_HYPER_EQUIPPED,False,False,True,18.0,None,None,None,2.0,False
1200,APARTMENT,APARTMENT,870000.0,1998.0,AS_NEW,Regular,2.0,174.0,INSTALLED,False,False,True,50.0,None,None,None,None,False
1200,APARTMENT,PENTHOUSE,895000.0,2001.0,AS_NEW,Regular,3.0,200.0,HYPER_EQUIPPED,False,False,True,80.0,None,None,None,3.0,False
1180,APARTMENT,APARTMENT,940000.0,1970.0,GOOD,Regular,3.0,180.0,HYPER_EQUIPPED,False,False,True,16.0,None,None,None,4.0,False
8300,APARTMENT,APARTMENT,940000.0,1971.0,AS_NEW,Regular,2.0,62.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,None,None,False
1180,APARTMENT,APARTMENT,1150000.0,1950.0,AS_NEW,Regular,3.0,220.0,USA_INSTALLED,False,False,True,20.0,None,None,None,None,False
