post_code,type_of_property,subtype,price,construction_year,state,type_of_sale,bedrooms_count,habitable_surface,kitchen_type,furnished,fireplace,has_terrace,terrace_area,has_garden,garden_area,land_area,num_facade,swimmingpool
1780,HOUSE,VILLA,2125000.0,2004.0,AS_NEW,Regular,5.0,577.0,HYPER_EQUIPPED,False,True,True,60.0,True,1195.0,1408.0,4.0,False
1380,HOUSE,VILLA,2450000.0,2004.0,GOOD,Regular,8.0,730.0,INSTALLED,False,True,None,None,None,None,3000.0,None,True
1180,HOUSE,HOUSE,2495000.0,2004.0,GOOD,Regular,4.0,450.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,1050.0,4.0,False
8300,HOUSE,EXCEPTIONAL_PROPERTY,3995000.0,1928.0,GOOD,Regular,5.0,260.0,HYPER_EQUIPPED,False,False,True,None,None,None,925.0,3.0,False
1050,HOUSE,MANSION,4500000.0,1930.0,AS_NEW,Regular,6.0,800.0,HYPER_EQUIPPED,False,False,True,6055.0,True,500.0,857.0,2.0,False
2950,HOUSE,HOUSE,4875000.0,2011.0,AS_NEW,Regular,6.0,700.0,USA_HYPER_EQUIPPED,False,False,True,None,True,7828.0,7823.0,4.0,True
1190,HOUSE,HOUSE,4950000.0,1968.0,AS_NEW,Regular,5.0,1100.0,INSTALLED,False,True,None,None,None,None,0.0,4.0,True
3080,HOUSE,VILLA,4950000.0,1976.0,GOOD,Regular,6.0,750.0,HYPER_EQUIPPED,False,False,True,150.0,None,None,20000.0,4.0,True
4800,HOUSE,HOUSE,114500.0,None,TO_RENOVATE,Regular,2.0,208.0,SEMI_EQUIPPED,False,False,True,100.0,None,None,135.0,2.0,False
9450,HOUSE,HOUSE,229000.0,1964.0,TO_RENOVATE,Regular,3.0,160.0,SEMI_EQUIPPED,False,False,True,None,True,600.0,752.0,3.0,False
1755,HOUSE,HOUSE,324000.0,1973.0,GOOD,Regular,3.0,200.0,INSTALLED,False,False,True,20.0,True,150.0,264.0,2.0,False
1650,HOUSE,HOUSE,650000.0,1991.0,GOOD,Regular,4.0,180.0,INSTALLED,False,False,True,None,None,None,1169.0,4.0,False
1654,HOUSE,HOUSE,650000.0,1991.0,GOOD,Regular,4.0,180.0,INSTALLED,False,False,True,None,None,None,1169.0,4.0,False
9160,HOUSE,VILLA,935000.0,1979.0,AS_NEW,Regular,4.0,372.0,HYPER_EQUIPPED,False,False,None,None,True,2274.0,2274.0,4.0,False
7090,HOUSE,COUNTRY_COTTAGE,875000.0,1999.0,GOOD,Regular,5.0,260.0,HYPER_EQUIPPED,False,True,True,None,True,None,6347.0,3.0,True
1673,HOUSE,HOUSE,395000.0,1964.0,TO_BE_DONE_UP,Notary Sale,4.0,212.0,INSTALLED,False,False,True,None,True,None,1596.0,4.0,False
2180,HOUSE,HOUSE,349000.0,1932.0,GOOD,Regular,4.0,210.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,380.0,2.0,True
6987,HOUSE,HOUSE,395000.0,1950.0,GOOD,Regular,6.0,282.0,INSTALLED,False,True,True,None,None,None,1706.0,4.0,False
7730,HOUSE,HOUSE,535000.0,2010.0,AS_NEW,Regular,5.0,345.0,HYPER_EQUIPPED,False,False,True,None,True,350.0,820.0,4.0,True
9050,HOUSE,HOUSE,529000.0,None,AS_NEW,Regular,4.0,201.0,INSTALLED,False,False,None,None,None,None,130.0,2.0,False
2830,HOUSE,HOUSE,269000.0,None,JUST_RENOVATED,Regular,3.0,120.0,INSTALLED,False,False,True,37.0,True,80.0,165.0,2.0,False
4480,HOUSE,HOUSE,99000.0,None,TO_RENOVATE,Regular,2.0,80.0,SEMI_EQUIPPED,False,False,None,None,None,None,70.0,2.0,False
6181,HOUSE,HOUSE,130000.0,None,AS_NEW,Regular,2.0,118.0,INSTALLED,False,False,None,None,None,None,70.0,3.0,False
5550,HOUSE,HOUSE,135000.0,None,TO_BE_DONE_UP,Regular,4.0,144.0,SEMI_EQUIPPED,True,False,True,8.0,True,135.0,190.0,None,False
7600,HOUSE,HOUSE,140000.0,2022.0,AS_NEW,Regular,3.0,144.0,None,False,False,True,None,None,None,343.0,3.0,False
7600,HOUSE,HOUSE,160000.0,2022.0,AS_NEW,Regular,3.0,144.0,None,False,False,True,None,None,None,343.0,3.0,False
4031,HOUSE,HOUSE,169000.0,None,TO_RENOVATE,Regular,2.0,119.0,NOT_INSTALLED,False,False,True,20.0,True,120.0,208.0,None,False
4540,HOUSE,HOUSE,169000.0,None,GOOD,Regular,2.0,158.0,None,False,False,None,None,True,150.0,269.0,None,False
4801,HOUSE,HOUSE,179000.0,None,TO_BE_DONE_UP,Regular,3.0,90.0,None,False,False,None,None,True,45.0,104.0,3.0,False
2660,HOUSE,HOUSE,189000.0,None,TO_RENOVATE,Regular,2.0,105.0,SEMI_EQUIPPED,False,False,None,None,True,50.0,138.0,None,False
4910,HOUSE,HOUSE,225000.0,1959.0,TO_RESTORE,Regular,2.0,90.0,NOT_INSTALLED,False,False,None,None,True,834.0,834.0,4.0,False
8480,HOUSE,HOUSE,229000.0,None,JUST_RENOVATED,Regular,3.0,142.0,SEMI_EQUIPPED,False,False,None,None,None,None,354.0,3.0,False
4000,HOUSE,HOUSE,250000.0,None,TO_RENOVATE,Regular,4.0,150.0,NOT_INSTALLED,False,False,True,15.0,None,None,0.0,3.0,False
4102,HOUSE,HOUSE,250000.0,None,TO_RENOVATE,Regular,5.0,245.0,SEMI_EQUIPPED,False,True,True,22.0,True,None,721.0,None,False
8540,HOUSE,HOUSE,252702.0,None,GOOD,Regular,2.0,236.0,INSTALLED,False,False,True,None,None,None,559.0,3.0,False
6700,HOUSE,HOUSE,280000.0,None,TO_RENOVATE,Regular,3.0,143.0,SEMI_EQUIPPED,False,False,None,None,True,None,1318.0,4.0,False
8540,HOUSE,HOUSE,323756.0,None,GOOD,Regular,3.0,140.0,INSTALLED,False,False,True,None,None,None,559.0,3.0,False
8540,HOUSE,HOUSE,329023.0,None,GOOD,Regular,3.0,138.0,INSTALLED,False,False,True,None,None,None,413.0,4.0,False
1080,HOUSE,HOUSE,330000.0,1920.0,TO_RENOVATE,Regular,4.0,202.0,NOT_INSTALLED,False,False,True,10.0,True,32.0,105.0,2.0,False
8540,HOUSE,HOUSE,341839.0,None,GOOD,Regular,3.0,137.0,INSTALLED,False,False,True,None,None,None,470.0,4.0,False
1020,HOUSE,HOUSE,345000.0,1930.0,AS_NEW,Regular,3.0,120.0,None,False,False,True,15.0,None,None,0.0,4.0,False
9220,HOUSE,HOUSE,399000.0,None,TO_RENOVATE,Regular,6.0,271.0,INSTALLED,False,False,True,None,True,None,1180.0,3.0,False
9220,HOUSE,HOUSE,399000.0,None,TO_RENOVATE,Regular,6.0,271.0,INSTALLED,False,False,True,None,True,None,970.0,3.0,False
2980,HOUSE,HOUSE,425000.0,None,GOOD,Regular,4.0,277.0,INSTALLED,False,False,True,None,True,None,943.0,None,False
7973,HOUSE,HOUSE,425000.0,None,GOOD,Regular,4.0,155.0,INSTALLED,False,False,True,None,None,None,11699.0,4.0,False
7830,HOUSE,COUNTRY_COTTAGE,490000.0,1900.0,TO_RESTORE,Regular,5.0,232.0,None,False,False,None,None,None,None,959.0,4.0,False
1300,HOUSE,APARTMENT_BLOCK,495000.0,2022.0,TO_RENOVATE,Regular,0.0,304.0,USA_INSTALLED,False,False,None,None,None,None,135.0,2.0,False
1640,HOUSE,VILLA,515000.0,1965.0,GOOD,Regular,3.0,168.0,USA_HYPER_EQUIPPED,False,False,True,32.0,True,400.0,559.0,4.0,True
3120,HOUSE,VILLA,532000.0,None,GOOD,Regular,3.0,230.0,INSTALLED,False,False,None,None,None,None,606.0,4.0,False
1370,HOUSE,HOUSE,575000.0,2014.0,AS_NEW,Regular,3.0,180.0,HYPER_EQUIPPED,False,False,None,None,None,None,8000.0,None,False
9240,HOUSE,MANSION,598000.0,1952.0,TO_BE_DONE_UP,Regular,6.0,305.0,None,False,True,None,None,None,None,311.0,2.0,False
1700,HOUSE,VILLA,749000.0,None,GOOD,Regular,8.0,536.0,INSTALLED,False,False,True,5.0,True,174.0,940.0,None,False
7190,HOUSE,COUNTRY_COTTAGE,875000.0,1999.0,GOOD,Regular,5.0,260.0,HYPER_EQUIPPED,False,True,True,None,True,None,6347.0,3.0,True
2275,HOUSE,HOUSE,925000.0,1981.0,TO_RENOVATE,Regular,5.0,2393.0,INSTALLED,False,False,None,None,None,None,0.0,4.0,False
1640,HOUSE,VILLA,990000.0,1968.0,AS_NEW,Regular,5.0,400.0,USA_HYPER_EQUIPPED,False,False,True,None,True,1684.0,1400.0,4.0,False
1630,HOUSE,APARTMENT_BLOCK,1280000.0,1930.0,GOOD,Regular,4.0,378.0,INSTALLED,False,False,True,94.0,None,None,1064.0,2.0,False
1630,HOUSE,MIXED_USE_BUILDING,1280000.0,1930.0,GOOD,Regular,4.0,378.0,INSTALLED,False,False,True,94.0,None,None,1064.0,2.0,False
1460,HOUSE,VILLA,1295000.0,1960.0,GOOD,Regular,6.0,500.0,HYPER_EQUIPPED,False,True,True,None,True,None,49814.0,4.0,True
1000,HOUSE,APARTMENT_BLOCK,1300000.0,1862.0,JUST_RENOVATED,Regular,4.0,210.0,USA_SEMI_EQUIPPED,False,False,None,None,None,None,50.0,2.0,False
2812,HOUSE,EXCEPTIONAL_PROPERTY,1475000.0,None,GOOD,Regular,10.0,395.0,None,False,False,None,None,None,None,4827.0,4.0,False
1180,HOUSE,VILLA,1850000.0,1955.0,TO_RENOVATE,Regular,5.0,383.0,None,False,True,True,None,None,None,2697.0,4.0,False
1560,HOUSE,VILLA,2250000.0,1938.0,GOOD,Regular,13.0,950.0,None,False,True,None,None,None,None,10002.0,4.0,True
1640,HOUSE,HOUSE,2350000.0,1994.0,GOOD,Regular,6.0,550.0,USA_INSTALLED,False,False,True,None,None,None,3360.0,4.0,True
3090,HOUSE,VILLA,2350000.0,1967.0,AS_NEW,Regular,4.0,416.0,None,False,True,True,None,None,None,1907.0,4.0,True
1640,HOUSE,HOUSE,2600000.0,1977.0,TO_RENOVATE,Regular,5.0,900.0,HYPER_EQUIPPED,False,False,True,None,True,4100.0,5000.0,4.0,True
8000,HOUSE,HOUSE,2850000.0,1850.0,AS_NEW,Regular,6.0,680.0,USA_HYPER_EQUIPPED,False,False,None,None,None,None,1850.0,2.0,False
1000,HOUSE,MIXED_USE_BUILDING,3200000.0,1900.0,GOOD,Regular,1.0,1425.0,INSTALLED,False,False,True,54.0,True,100.0,500.0,2.0,False
1050,HOUSE,MIXED_USE_BUILDING,3200000.0,1900.0,GOOD,Regular,1.0,1425.0,INSTALLED,False,False,True,54.0,True,100.0,500.0,2.0,False
3080,HOUSE,HOUSE,4250000.0,1990.0,GOOD,Regular,7.0,930.0,None,False,False,True,None,None,None,5887.0,4.0,True
7033,HOUSE,VILLA,200000.0,None,TO_BE_DONE_UP,Regular,3.0,125.0,SEMI_EQUIPPED,False,False,True,42.0,None,None,2680.0,4.0,False
9520,HOUSE,HOUSE,399900.0,1964.0,AS_NEW,Regular,2.0,188.0,USA_HYPER_EQUIPPED,False,False,True,25.0,None,None,560.0,4.0,False
1853,HOUSE,HOUSE,365000.0,1931.0,TO_RENOVATE,Regular,3.0,120.0,USA_INSTALLED,False,False,True,None,None,None,352.0,3.0,False
8820,HOUSE,HOUSE,369000.0,None,TO_BE_DONE_UP,Regular,4.0,223.0,INSTALLED,False,False,None,None,None,None,1272.0,4.0,False
7862,HOUSE,VILLA,395000.0,2015.0,AS_NEW,Regular,4.0,204.0,None,False,False,None,None,True,600.0,720.0,4.0,False
1840,HOUSE,HOUSE,425000.0,1965.0,GOOD,Regular,3.0,181.0,INSTALLED,False,False,True,40.0,True,200.0,574.0,4.0,False
1380,HOUSE,EXCEPTIONAL_PROPERTY,2950000.0,2003.0,AS_NEW,Regular,5.0,500.0,HYPER_EQUIPPED,False,False,True,None,None,None,11000.0,4.0,True
5680,HOUSE,HOUSE,69900.0,1850.0,TO_RESTORE,Regular,3.0,150.0,NOT_INSTALLED,False,False,True,20.0,True,150.0,327.0,2.0,False
6700,HOUSE,TOWN_HOUSE,295000.0,1965.0,TO_BE_DONE_UP,Regular,3.0,147.0,SEMI_EQUIPPED,False,False,None,None,True,167.0,282.0,2.0,False
9240,HOUSE,HOUSE,360000.0,1976.0,AS_NEW,Regular,3.0,180.0,HYPER_EQUIPPED,False,False,True,20.0,True,46.0,150.0,3.0,False
1180,HOUSE,APARTMENT_BLOCK,1280000.0,1930.0,GOOD,Regular,4.0,378.0,INSTALLED,False,False,True,94.0,None,None,1064.0,2.0,False
5590,HOUSE,HOUSE,239000.0,1965.0,GOOD,Regular,2.0,100.0,INSTALLED,False,False,None,None,None,None,400.0,3.0,False
7500,HOUSE,HOUSE,345000.0,2022.0,JUST_RENOVATED,Regular,5.0,465.0,USA_HYPER_EQUIPPED,False,False,True,50.0,None,None,200.0,2.0,False
8610,HOUSE,HOUSE,374000.0,2006.0,AS_NEW,Regular,2.0,147.0,INSTALLED,False,False,None,None,True,1.0,558.0,4.0,False
1852,HOUSE,BUNGALOW,429000.0,1978.0,TO_BE_DONE_UP,Regular,2.0,184.0,INSTALLED,False,False,None,None,None,None,670.0,4.0,False
9260,HOUSE,HOUSE,125000.0,1955.0,TO_RENOVATE,Regular,2.0,145.0,NOT_INSTALLED,False,False,True,None,None,None,94.0,3.0,False
9550,HOUSE,HOUSE,210000.0,1955.0,TO_BE_DONE_UP,Regular,3.0,200.0,INSTALLED,False,False,True,None,None,None,250.0,3.0,False
1853,HOUSE,HOUSE,375000.0,1956.0,GOOD,Regular,4.0,178.0,USA_INSTALLED,False,False,True,None,None,None,240.0,2.0,False
1332,HOUSE,HOUSE,695000.0,None,AS_NEW,Regular,5.0,260.0,USA_HYPER_EQUIPPED,False,False,True,17.0,None,None,339.0,2.0,False
1850,HOUSE,HOUSE,199000.0,None,AS_NEW,Regular,2.0,70.0,USA_HYPER_EQUIPPED,False,False,True,22.0,None,None,55.0,2.0,False
4860,HOUSE,HOUSE,164500.0,None,AS_NEW,Regular,4.0,125.0,NOT_INSTALLED,False,False,None,None,None,None,181.0,2.0,False
2830,HOUSE,HOUSE,329000.0,1930.0,AS_NEW,Regular,2.0,157.0,INSTALLED,False,False,None,None,True,120.0,276.0,2.0,False
9032,HOUSE,HOUSE,382000.0,1975.0,TO_BE_DONE_UP,Regular,3.0,143.0,INSTALLED,False,False,None,None,None,None,129.0,2.0,False
2280,HOUSE,HOUSE,425000.0,1913.0,AS_NEW,Regular,3.0,200.0,HYPER_EQUIPPED,False,False,True,None,True,470.0,570.0,4.0,False
1840,HOUSE,HOUSE,575000.0,2006.0,AS_NEW,Regular,3.0,248.0,USA_HYPER_EQUIPPED,False,False,True,None,None,None,663.0,3.0,False
9280,HOUSE,HOUSE,625000.0,1883.0,AS_NEW,Regular,5.0,315.0,INSTALLED,False,False,None,None,True,516.0,516.0,2.0,False
2580,HOUSE,HOUSE,369000.0,None,TO_BE_DONE_UP,Regular,3.0,287.0,SEMI_EQUIPPED,False,False,True,None,True,None,0.0,3.0,False
9990,HOUSE,VILLA,695000.0,2002.0,AS_NEW,Regular,5.0,270.0,USA_HYPER_EQUIPPED,False,False,True,30.0,True,650.0,902.0,4.0,False
5540,HOUSE,HOUSE,160000.0,None,TO_RENOVATE,Regular,4.0,225.0,SEMI_EQUIPPED,False,False,True,None,True,897.0,897.0,3.0,False
7618,HOUSE,HOUSE,240000.0,1950.0,GOOD,Regular,3.0,135.0,INSTALLED,False,False,True,25.0,None,None,270.0,3.0,False
1190,HOUSE,HOUSE,620000.0,1912.0,TO_RENOVATE,Regular,6.0,350.0,None,False,False,None,None,True,78.0,0.0,2.0,False
1310,HOUSE,EXCEPTIONAL_PROPERTY,2950000.0,2003.0,AS_NEW,Regular,5.0,500.0,HYPER_EQUIPPED,False,False,True,None,None,None,11000.0,4.0,True
7730,HOUSE,HOUSE,339000.0,1976.0,GOOD,Regular,4.0,140.0,INSTALLED,False,False,True,18.0,True,700.0,844.0,4.0,False
1410,HOUSE,HOUSE,545000.0,1961.0,TO_RENOVATE,Regular,4.0,210.0,None,False,False,None,None,None,None,1300.0,4.0,False
8300,HOUSE,APARTMENT_BLOCK,450000.0,None,GOOD,Regular,5.0,195.0,INSTALLED,False,False,None,None,None,None,95.0,2.0,False
1400,HOUSE,HOUSE,150000.0,None,TO_RENOVATE,Regular,4.0,210.0,NOT_INSTALLED,False,False,True,30.0,None,None,320.0,4.0,False
6238,HOUSE,HOUSE,150000.0,None,TO_RENOVATE,Regular,4.0,210.0,NOT_INSTALLED,False,False,True,30.0,None,None,320.0,4.0,False
3440,HOUSE,HOUSE,230000.0,1969.0,TO_RENOVATE,Regular,4.0,145.0,INSTALLED,False,False,True,500.0,True,1490.0,2720.0,4.0,False
1502,HOUSE,BUNGALOW,299000.0,1973.0,TO_BE_DONE_UP,Regular,3.0,115.0,INSTALLED,False,False,True,None,None,None,482.0,4.0,False
5100,HOUSE,VILLA,299000.0,1981.0,TO_BE_DONE_UP,Regular,3.0,195.0,None,False,False,True,None,None,None,835.0,4.0,True
4610,HOUSE,HOUSE,349000.0,2012.0,AS_NEW,Regular,3.0,136.0,INSTALLED,False,False,True,45.0,True,580.0,707.0,4.0,False
6724,HOUSE,HOUSE,390000.0,1976.0,TO_BE_DONE_UP,Regular,4.0,200.0,None,False,False,True,None,True,1800.0,2580.0,4.0,False
1082,HOUSE,HOUSE,399000.0,1918.0,TO_BE_DONE_UP,Regular,4.0,226.0,None,False,False,True,29.0,None,None,100.0,2.0,False
1390,HOUSE,HOUSE,400000.0,1954.0,GOOD,Regular,3.0,160.0,INSTALLED,False,False,None,None,True,8.0,850.0,4.0,False
1630,HOUSE,VILLA,2800000.0,1952.0,GOOD,Regular,7.0,460.0,INSTALLED,False,False,True,None,None,None,4441.0,4.0,True
6890,HOUSE,FARMHOUSE,99900.0,None,TO_RENOVATE,Regular,1.0,120.0,None,False,False,None,None,True,46.0,207.0,3.0,False
5350,HOUSE,HOUSE,100000.0,None,TO_RENOVATE,Regular,2.0,114.0,SEMI_EQUIPPED,False,False,None,None,True,4.0,359.0,4.0,False
4540,HOUSE,HOUSE,115000.0,None,AS_NEW,Regular,3.0,230.0,None,False,False,True,35.0,True,850.0,1076.0,3.0,False
4040,HOUSE,HOUSE,119000.0,None,TO_BE_DONE_UP,Regular,3.0,89.0,NOT_INSTALLED,False,False,True,17.0,True,322.0,0.0,4.0,False
6690,HOUSE,HOUSE,120000.0,1936.0,TO_BE_DONE_UP,Notary Sale,4.0,145.0,INSTALLED,False,False,None,None,True,521.0,521.0,4.0,False
7973,HOUSE,HOUSE,125000.0,None,TO_RENOVATE,Regular,3.0,102.0,SEMI_EQUIPPED,False,False,True,34.0,True,86.0,160.0,3.0,False
5500,HOUSE,HOUSE,129000.0,1940.0,TO_BE_DONE_UP,Regular,3.0,81.0,None,False,False,True,20.0,True,15.0,136.0,3.0,False
6060,HOUSE,HOUSE,145000.0,None,TO_BE_DONE_UP,Regular,3.0,155.0,SEMI_EQUIPPED,False,False,True,21.0,None,None,0.0,3.0,False
4040,HOUSE,HOUSE,149000.0,None,TO_RENOVATE,Regular,3.0,132.0,NOT_INSTALLED,False,False,None,None,None,None,0.0,4.0,False
4040,HOUSE,HOUSE,149000.0,None,GOOD,Regular,3.0,180.0,SEMI_EQUIPPED,True,False,True,15.0,None,None,100.0,2.0,False
6660,HOUSE,HOUSE,150000.0,None,TO_BE_DONE_UP,Regular,2.0,160.0,None,False,True,None,None,True,996.0,996.0,None,False
6790,HOUSE,HOUSE,160000.0,1938.0,TO_RENOVATE,Regular,3.0,84.0,NOT_INSTALLED,False,False,None,None,True,215.0,324.0,3.0,False
6687,HOUSE,HOUSE,165000.0,1850.0,GOOD,Notary Sale,1.0,157.0,INSTALLED,False,False,None,None,None,None,900.0,4.0,False
4100,HOUSE,HOUSE,166000.0,1918.0,TO_BE_DONE_UP,Regular,3.0,120.0,None,False,False,True,75.0,True,195.0,276.0,2.0,False
1480,HOUSE,HOUSE,175000.0,1899.0,TO_BE_DONE_UP,Regular,3.0,201.0,INSTALLED,False,False,True,50.0,None,None,135.0,2.0,False
4500,HOUSE,HOUSE,179000.0,None,GOOD,Regular,3.0,192.0,USA_INSTALLED,False,False,True,10.0,None,None,0.0,2.0,False
6230,HOUSE,HOUSE,179900.0,1874.0,GOOD,Regular,2.0,164.0,INSTALLED,False,False,True,12.0,True,50.0,290.0,3.0,False
7080,HOUSE,HOUSE,180000.0,1926.0,TO_BE_DONE_UP,Regular,3.0,150.0,SEMI_EQUIPPED,False,True,True,20.0,True,None,520.0,3.0,False
4020,HOUSE,HOUSE,190000.0,1953.0,TO_RENOVATE,Notary Sale,2.0,99.0,INSTALLED,False,False,None,None,True,77.0,177.0,2.0,False
7060,HOUSE,HOUSE,195000.0,None,GOOD,Regular,4.0,150.0,SEMI_EQUIPPED,False,False,True,25.0,None,None,260.0,2.0,False
4250,HOUSE,HOUSE,199000.0,None,TO_RENOVATE,Regular,4.0,164.0,None,False,False,None,None,True,None,1044.0,3.0,False
5002,HOUSE,HOUSE,199000.0,1957.0,TO_RENOVATE,Regular,4.0,150.0,SEMI_EQUIPPED,False,False,True,35.0,None,None,494.0,2.0,False
4400,HOUSE,COUNTRY_COTTAGE,215000.0,None,GOOD,Regular,4.0,146.0,None,False,False,None,None,True,None,329.0,3.0,False
4030,HOUSE,HOUSE,225000.0,1910.0,AS_NEW,Regular,2.0,130.0,INSTALLED,False,False,True,16.0,True,70.0,137.0,2.0,False
5100,HOUSE,HOUSE,229000.0,1920.0,TO_RENOVATE,Regular,3.0,132.0,NOT_INSTALLED,False,False,None,None,True,None,413.0,2.0,False
6780,HOUSE,HOUSE,229000.0,1918.0,TO_BE_DONE_UP,Regular,2.0,146.0,NOT_INSTALLED,False,False,True,None,True,232.0,390.0,2.0,False
5031,HOUSE,HOUSE,230000.0,None,GOOD,Regular,2.0,100.0,SEMI_EQUIPPED,False,False,True,None,None,None,820.0,3.0,False
8434,HOUSE,BUNGALOW,230000.0,1994.0,GOOD,Regular,2.0,60.0,INSTALLED,False,False,True,None,True,None,286.0,4.0,False
4540,HOUSE,HOUSE,235000.0,1940.0,AS_NEW,Regular,4.0,130.0,INSTALLED,False,False,True,20.0,True,940.0,1000.0,3.0,False
6230,HOUSE,HOUSE,239900.0,1972.0,TO_BE_DONE_UP,Regular,4.0,197.0,SEMI_EQUIPPED,False,False,True,15.0,True,500.0,710.0,3.0,False
4340,HOUSE,HOUSE,240000.0,1919.0,GOOD,Regular,3.0,143.0,INSTALLED,False,False,True,1.0,True,160.0,260.0,3.0,False
6730,HOUSE,HOUSE,240000.0,1875.0,GOOD,Regular,3.0,140.0,INSTALLED,False,False,True,12.0,None,None,238.0,2.0,False
6730,HOUSE,HOUSE,240000.0,1959.0,TO_RENOVATE,Regular,3.0,200.0,SEMI_EQUIPPED,False,False,True,None,True,535.0,682.0,3.0,False
8210,HOUSE,HOUSE,245000.0,1976.0,GOOD,Regular,3.0,229.0,USA_INSTALLED,False,False,True,None,None,None,442.0,3.0,False
1420,HOUSE,HOUSE,249000.0,None,TO_RENOVATE,Regular,5.0,160.0,INSTALLED,False,False,None,None,True,30.0,170.0,2.0,False
4100,HOUSE,HOUSE,250000.0,None,JUST_RENOVATED,Regular,5.0,194.0,SEMI_EQUIPPED,False,False,True,25.0,True,120.0,278.0,2.0,False
6760,HOUSE,HOUSE,250000.0,1899.0,GOOD,Regular,2.0,120.0,INSTALLED,False,False,None,None,None,None,1500.0,4.0,False
4102,HOUSE,MANSION,259000.0,1910.0,GOOD,Regular,5.0,230.0,INSTALLED,False,False,True,59.0,True,115.0,331.0,2.0,False
9600,HOUSE,MIXED_USE_BUILDING,259000.0,1900.0,TO_BE_DONE_UP,Regular,8.0,300.0,SEMI_EQUIPPED,False,False,True,5.0,None,None,110.0,2.0,False
7100,HOUSE,HOUSE,260000.0,None,GOOD,Regular,3.0,210.0,INSTALLED,False,False,True,35.0,True,300.0,300.0,2.0,False
6780,HOUSE,COUNTRY_COTTAGE,270000.0,1899.0,GOOD,Regular,4.0,170.0,SEMI_EQUIPPED,False,False,True,None,None,None,890.0,3.0,False
1435,HOUSE,HOUSE,275000.0,1910.0,GOOD,Regular,3.0,135.0,INSTALLED,False,False,True,8.0,True,None,345.0,2.0,False
4450,HOUSE,HOUSE,280000.0,None,TO_RENOVATE,Regular,2.0,100.0,SEMI_EQUIPPED,False,False,None,None,None,None,0.0,4.0,False
1460,HOUSE,HOUSE,285000.0,1962.0,GOOD,Regular,3.0,120.0,INSTALLED,False,False,True,25.0,True,500.0,651.0,4.0,False
5300,HOUSE,HOUSE,285000.0,2001.0,TO_BE_DONE_UP,Regular,4.0,160.0,INSTALLED,False,False,True,None,True,250.0,344.0,2.0,True
6760,HOUSE,HOUSE,285000.0,1919.0,GOOD,Regular,3.0,200.0,INSTALLED,False,False,True,None,True,160.0,400.0,3.0,True
7022,HOUSE,HOUSE,285000.0,1975.0,GOOD,Regular,3.0,170.0,INSTALLED,False,False,None,None,None,None,821.0,4.0,False
7340,HOUSE,HOUSE,285000.0,1940.0,GOOD,Regular,8.0,485.0,INSTALLED,False,False,None,None,None,None,2110.0,2.0,False
5001,HOUSE,HOUSE,290000.0,1958.0,GOOD,Regular,3.0,125.0,INSTALLED,False,False,True,None,True,220.0,315.0,3.0,False
6747,HOUSE,HOUSE,290000.0,1976.0,TO_RENOVATE,Regular,4.0,120.0,INSTALLED,False,False,True,None,True,410.0,510.0,4.0,False
9320,HOUSE,HOUSE,294000.0,1965.0,GOOD,Regular,3.0,156.0,SEMI_EQUIPPED,False,False,True,None,True,80.0,284.0,3.0,False
1490,HOUSE,HOUSE,295000.0,1945.0,JUST_RENOVATED,Regular,3.0,120.0,INSTALLED,False,False,None,None,True,None,166.0,3.0,False
5580,HOUSE,HOUSE,295000.0,None,JUST_RENOVATED,Regular,3.0,175.0,INSTALLED,False,False,True,None,None,None,0.0,3.0,False
8660,HOUSE,HOUSE,295000.0,1928.0,TO_BE_DONE_UP,Regular,3.0,200.0,INSTALLED,False,True,None,None,True,100.0,245.0,3.0,False
8400,HOUSE,HOUSE,299000.0,1959.0,GOOD,Regular,4.0,313.0,SEMI_EQUIPPED,False,False,True,None,None,None,126.0,2.0,False
9400,HOUSE,HOUSE,299000.0,1900.0,AS_NEW,Regular,3.0,180.0,HYPER_EQUIPPED,False,False,True,34.0,None,None,144.0,2.0,False
1357,HOUSE,HOUSE,299999.0,1850.0,TO_RENOVATE,Regular,2.0,109.0,NOT_INSTALLED,False,False,None,None,True,1724.0,1986.0,4.0,False
1420,HOUSE,HOUSE,300000.0,1899.0,TO_RENOVATE,Regular,4.0,152.0,SEMI_EQUIPPED,False,False,True,15.0,True,250.0,799.0,3.0,False
9120,HOUSE,HOUSE,319000.0,None,TO_RENOVATE,Regular,4.0,189.0,SEMI_EQUIPPED,False,False,None,None,True,None,0.0,3.0,False
6747,HOUSE,HOUSE,320000.0,1973.0,TO_BE_DONE_UP,Regular,2.0,125.0,None,False,False,True,None,None,None,3400.0,4.0,False
1470,HOUSE,HOUSE,325000.0,None,TO_RENOVATE,Regular,3.0,157.0,INSTALLED,False,False,True,None,True,None,950.0,3.0,False
1471,HOUSE,HOUSE,325000.0,None,GOOD,Regular,3.0,157.0,INSTALLED,False,False,True,None,True,None,950.0,3.0,False
2170,HOUSE,MIXED_USE_BUILDING,325000.0,1933.0,GOOD,Regular,7.0,300.0,INSTALLED,False,False,True,60.0,None,None,126.0,2.0,False
2180,HOUSE,HOUSE,325000.0,1960.0,GOOD,Regular,3.0,90.0,INSTALLED,False,False,True,6.0,True,60.0,195.0,2.0,False
